-0.091797,0.034180,0.998047,-0.487805,0.000000,2.682927,0.000000.1,0.000000.2,0.000000.3
-0.041016,0.029785,1.009277,0.182927,0.0,2.317073,0.0,0.0,0.0
-0.118408,0.021729,1.005371,-0.609756,0.304878,2.621951,0.0,0.0,0.0
-0.03418,-0.008057,1.009766,-0.487805,0.121951,2.743902,0.0,0.0,0.0
-0.074219,0.026123,1.003174,-0.609756,0.060976,3.719512,0.0,0.0,0.0
-0.069092,0.033447,1.007568,-0.792683,0.121951,3.414634,0.0,0.0,0.0
-0.087402,0.014404,1.011963,0.121951,0.182927,2.073171,0.0,0.0,0.0
-0.05957,0.066895,1.006104,0.182927,0.426829,3.04878,0.0,0.0,0.0
-0.06665,0.081299,1.005615,0.670732,-0.121951,0.243902,0.0,0.0,0.0
-0.056885,0.040527,1.001221,-0.97561,-0.121951,-0.792683,0.0,0.0,0.0
-0.026855,0.032227,1.006592,-0.426829,-0.548781,-2.134146,0.0,0.0,0.0
-0.086426,-0.009766,1.006836,-1.280488,0.060976,-4.268293,0.0,0.0,0.0
-0.070068,-0.012451,0.99707,-1.097561,-0.426829,-3.658537,0.0,0.0,0.0
-0.053955,0.007324,0.992432,-7.134147,0.0,-4.45122,0.0,0.0,0.0
-0.077881,-0.005615,1.01709,-9.817074,-0.548781,-6.097561,0.0,0.0,0.0
-0.085449,-0.069824,1.00708,-1.890244,0.060976,-3.170732,0.0,0.0,0.0
-0.063721,-0.047363,1.000244,-0.609756,0.182927,-0.060976,0.0,0.0,0.0
-0.091553,-0.018066,1.0,-1.463415,0.0,2.012195,0.0,0.0,0.0
-0.086426,-0.028076,0.999756,-0.243902,0.0,3.47561,0.0,0.0,0.0
-0.067139,-0.036621,1.000732,1.158537,0.426829,6.402439,0.0,0.0,0.0
-0.076904,-0.025146,1.01416,0.426829,0.426829,10.0,0.0,0.0,0.0
-0.07959,0.206543,1.030273,3.719512,0.548781,12.5,0.0,0.0,0.0
-0.055664,0.019287,0.998291,12.926829,0.609756,9.02439,0.0,0.0,0.0
-0.050049,0.02417,0.996094,1.158537,0.426829,9.45122,0.0,0.0,0.0
-0.010742,0.067627,1.005859,-0.182927,0.243902,9.756098,0.0,0.0,0.0
-0.075928,0.034424,1.022949,-1.585366,0.853659,9.085366,0.0,0.0,0.0
-0.042236,0.078125,0.986328,0.182927,0.914634,9.939025,0.0,0.0,0.0
-0.02124,0.017334,1.010254,-0.97561,0.121951,8.536586,0.0,0.0,0.0
-0.054199,0.07666,0.984619,0.243902,0.365854,8.841464,0.0,0.0,0.0
-0.06958,0.018799,1.008057,-0.792683,0.731707,5.97561,0.0,0.0,0.0
-0.081787,-0.016846,1.002686,0.914634,0.670732,4.756098,0.0,0.0,0.0
-0.059082,0.0,1.013916,-0.182927,0.487805,5.121951,0.0,0.0,0.0
0.003418,-0.011963,0.986328,-1.036585,0.060976,5.365854,0.0,0.0,0.0
-0.036133,-0.029785,0.986328,-3.597561,0.060976,6.585366,0.0,0.0,0.0
-0.013672,-0.001221,1.008301,-3.841464,0.304878,6.341464,0.0,0.0,0.0
-0.023926,0.047852,1.02002,-1.402439,0.731707,7.682927,0.0,0.0,0.0
-0.002197,0.029785,0.979492,5.54878,0.548781,8.170732,0.0,0.0,0.0
-0.008301,0.043945,1.020508,-1.036585,0.670732,7.743903,0.0,0.0,0.0
-0.064209,0.023926,0.985596,3.04878,0.670732,6.890244,0.0,0.0,0.0
-0.008057,0.048828,1.001709,2.378049,0.182927,5.365854,0.0,0.0,0.0
-0.057617,0.0354,0.992432,-1.280488,0.304878,5.609756,0.0,0.0,0.0
-0.010986,0.056152,1.005859,-1.585366,0.731707,5.426829,0.0,0.0,0.0
0.042725,-0.014648,0.998779,-0.670732,0.243902,5.792683,0.0,0.0,0.0
-0.045166,0.005371,0.982178,-3.170732,-0.304878,5.670732,0.0,0.0,0.0
-0.060791,-0.019287,1.009521,-5.121951,0.121951,6.463415,0.0,0.0,0.0
-0.01416,-0.018066,1.001953,0.670732,0.304878,7.560976,0.0,0.0,0.0
0.05542,0.029053,1.012695,1.646341,0.182927,8.231708,0.0,0.0,0.0
-0.083008,0.050781,0.999756,5.0,0.426829,7.743903,0.0,0.0,0.0
0.015137,0.077393,1.008057,3.109756,0.426829,7.195122,0.0,0.0,0.0
-0.017334,0.039551,0.994385,-0.243902,0.121951,4.512195,0.0,0.0,0.0
0.05249,0.051758,0.991943,0.243902,0.426829,3.963415,0.0,0.0,0.0
-0.03833,0.041992,1.002686,0.670732,0.182927,2.682927,0.0,0.0,0.0
0.013916,-0.040283,0.99585,-0.487805,0.304878,3.780488,0.0,0.0,0.0
0.054932,-0.022217,1.004395,-5.609756,0.060976,4.207317,0.0,0.0,0.0
-0.058594,-0.041992,0.996582,-11.158537,-0.060976,4.573171,0.0,0.0,0.0
0.060059,0.041504,1.009766,0.0,0.365854,6.341464,0.0,0.0,0.0
0.0625,0.023438,1.01416,0.060976,0.487805,5.304878,0.0,0.0,0.0
-0.030029,0.040039,1.017334,9.207317,0.243902,4.02439,0.0,0.0,0.0
0.127197,0.067871,0.953857,15.609756,0.487805,4.146341,0.0,0.0,0.0
0.046631,0.037354,1.023193,-1.463415,0.365854,0.182927,0.0,0.0,0.0
