-0.076660,0.026367,0.998047,-1.219512,0.000000,-2.500000,0.000000.1,0.000000.2,0.000000.3
0.0,0.02124,1.000488,-0.609756,0.0,0.304878,0.0,0.0,0.0
-0.004639,0.023438,0.999512,-0.243902,0.0,0.121951,0.0,0.0,0.0
-0.008301,0.015869,0.999512,-0.182927,-0.243902,0.243902,0.0,0.0,0.0
-0.003174,0.024658,1.001953,0.0,-0.060976,0.0,0.0,0.0,0.0
-0.007812,0.028809,1.007812,0.304878,0.243902,0.121951,0.0,0.0,0.0
-0.011719,0.033936,1.004395,0.060976,0.121951,-0.243902,0.0,0.0,0.0
-0.005859,0.025146,1.00415,0.121951,-0.243902,-1.280488,0.0,0.0,0.0
-0.007812,0.023193,1.006104,-0.487805,-0.304878,-1.707317,0.0,0.0,0.0
-0.015137,0.016113,1.006592,-0.548781,-0.182927,-2.987805,0.0,0.0,0.0
-0.036133,0.05835,1.001221,-0.182927,-0.182927,-4.45122,0.0,0.0,0.0
-0.134521,0.086182,1.006836,-0.060976,-0.609756,-7.073171,0.0,0.0,0.0
-0.1521,0.007812,1.003174,-0.97561,-0.792683,-11.158537,0.0,0.0,0.0
-0.050537,0.02124,1.005127,-0.487805,-0.548781,-10.243902,0.0,0.0,0.0
-0.010498,0.023926,0.995117,-0.426829,-0.548781,-9.939025,0.0,0.0,0.0
-0.056641,0.02417,0.990723,-4.085366,-0.243902,-7.804878,0.0,0.0,0.0
-0.028076,-0.001465,1.00293,-0.060976,-0.365854,-6.463415,0.0,0.0,0.0
-0.04126,0.023926,1.01001,-0.487805,-0.426829,-5.243903,0.0,0.0,0.0
-0.043701,0.009766,1.002441,-1.280488,-0.426829,-3.597561,0.0,0.0,0.0
-0.090088,0.02417,1.001709,0.853659,0.0,-3.658537,0.0,0.0,0.0
-0.040039,0.042236,0.996826,0.914634,-0.670732,-3.353659,0.0,0.0,0.0
-0.077148,0.007568,0.989502,-4.085366,-0.487805,-2.378049,0.0,0.0,0.0
-0.126953,0.012939,0.990967,-1.402439,-0.121951,-3.841464,0.0,0.0,0.0
-0.05249,0.053711,1.004395,0.182927,-0.365854,-3.04878,0.0,0.0,0.0
-0.095703,0.020508,1.007812,-2.134146,-0.365854,-4.268293,0.0,0.0,0.0
-0.099121,0.01123,1.002197,-0.97561,0.0,-4.634146,0.0,0.0,0.0
-0.09668,0.02124,0.996826,-2.378049,-0.060976,-4.207317,0.0,0.0,0.0
-0.144043,-0.037109,1.002686,-2.195122,0.060976,-4.878049,0.0,0.0,0.0
-0.116699,0.007324,1.000732,-0.670732,0.304878,-1.768293,0.0,0.0,0.0
-0.060303,0.036377,1.008545,-1.707317,0.182927,-1.219512,0.0,0.0,0.0
-0.14209,0.015625,0.99292,0.487805,-0.060976,-1.585366,0.0,0.0,0.0
-0.05249,0.013916,1.008057,2.317073,0.060976,-0.792683,0.0,0.0,0.0
-0.109375,0.008301,1.005371,0.97561,0.243902,0.487805,0.0,0.0,0.0
-0.071533,0.016113,1.00708,-0.182927,-0.060976,1.768293,0.0,0.0,0.0
-0.109863,0.027832,1.014404,-0.304878,0.243902,2.012195,0.0,0.0,0.0
-0.085693,0.022949,0.983154,-0.121951,0.243902,2.804878,0.0,0.0,0.0
-0.062256,0.031006,0.997559,0.487805,-0.121951,3.414634,0.0,0.0,0.0
-0.092773,0.000977,1.006104,0.609756,0.060976,4.390244,0.0,0.0,0.0
-0.086914,0.040771,0.992432,1.707317,0.426829,5.97561,0.0,0.0,0.0
-0.009033,0.02417,1.007568,0.365854,0.121951,6.890244,0.0,0.0,0.0
-0.05957,0.028564,1.022461,0.609756,0.121951,6.646342,0.0,0.0,0.0
-0.062256,0.023682,0.983643,1.402439,0.731707,5.97561,0.0,0.0,0.0
-0.085693,0.016113,0.995361,0.792683,0.548781,4.512195,0.0,0.0,0.0
-0.035156,0.0,1.003662,-1.219512,0.609756,5.609756,0.0,0.0,0.0
-0.123047,0.01416,0.992676,-0.365854,0.365854,4.695122,0.0,0.0,0.0
-0.039551,0.00708,1.001221,1.097561,0.548781,4.390244,0.0,0.0,0.0
-0.049561,-0.012695,1.007568,-3.47561,0.243902,5.609756,0.0,0.0,0.0
-0.074951,-0.062012,1.000488,-2.743902,0.304878,5.670732,0.0,0.0,0.0
-0.043701,-0.011963,1.000977,2.073171,0.426829,8.109756,0.0,0.0,0.0
-0.005615,0.029541,1.006836,0.060976,0.609756,6.341464,0.0,0.0,0.0
-0.015625,0.009033,1.011963,-0.548781,0.548781,6.219512,0.0,0.0,0.0
-0.006348,0.010254,0.986328,2.073171,0.365854,8.597561,0.0,0.0,0.0
0.00415,0.022949,1.006836,0.121951,0.548781,7.682927,0.0,0.0,0.0
0.03418,-0.004395,1.001221,-0.548781,0.670732,8.109756,0.0,0.0,0.0
0.075684,0.033691,0.999756,-1.402439,0.304878,6.95122,0.0,0.0,0.0
0.026855,0.0271,0.994629,0.243902,0.182927,5.853659,0.0,0.0,0.0
0.024414,-0.028076,1.000732,-1.646341,0.304878,6.463415,0.0,0.0,0.0
0.100098,-0.005127,0.992676,-0.670732,-0.060976,7.439024,0.0,0.0,0.0
0.02002,-0.036377,0.990723,-0.548781,0.182927,7.073171,0.0,0.0,0.0
0.012451,-0.022949,0.996582,-0.182927,-0.060976,7.560976,0.0,0.0,0.0
0.015625,0.005615,1.002197,-0.670732,0.365854,6.280488,0.0,0.0,0.0
-0.018066,-0.021729,0.995605,0.426829,0.487805,4.573171,0.0,0.0,0.0
0.080322,0.006104,0.999512,1.768293,0.97561,5.54878,0.0,0.0,0.0
0.049805,0.009766,1.005127,-0.548781,0.731707,5.121951,0.0,0.0,0.0
0.066406,-0.009521,0.98999,-0.914634,0.060976,4.45122,0.0,0.0,0.0
0.044922,-0.028564,1.00293,-1.158537,-0.121951,6.158537,0.0,0.0,0.0
0.065674,-0.040527,0.988281,-2.012195,-0.304878,5.853659,0.0,0.0,0.0
0.051514,-0.01001,1.002197,-2.865854,-0.060976,6.890244,0.0,0.0,0.0
0.091064,0.02124,1.003906,0.426829,0.0,7.317073,0.0,0.0,0.0
0.146484,0.04541,1.007812,0.0,0.365854,6.52439,0.0,0.0,0.0
0.099365,0.024658,0.995361,3.04878,0.365854,4.695122,0.0,0.0,0.0
0.083008,0.009277,1.00293,2.439024,0.304878,4.45122,0.0,0.0,0.0
0.103516,0.034424,0.990234,2.256098,0.365854,4.207317,0.0,0.0,0.0
0.073975,0.034424,0.991943,0.182927,0.609756,3.170732,0.0,0.0,0.0
0.055664,0.016113,1.013428,-1.402439,0.304878,2.378049,0.0,0.0,0.0
0.067139,0.01709,1.0,0.487805,0.060976,2.804878,0.0,0.0,0.0
0.068115,0.009277,1.006592,-2.195122,0.182927,2.865854,0.0,0.0,0.0
0.071289,0.00415,0.994629,0.0,0.060976,3.292683,0.0,0.0,0.0
0.075684,0.002441,1.003662,0.97561,0.060976,3.536585,0.0,0.0,0.0
0.084961,-0.002441,1.003174,1.036585,0.243902,5.121951,0.0,0.0,0.0
0.063721,0.004639,1.000488,-0.121951,0.304878,5.182927,0.0,0.0,0.0
0.074219,0.02124,1.001221,0.853659,0.304878,5.243903,0.0,0.0,0.0
0.084229,0.026855,1.002441,0.792683,0.182927,5.243903,0.0,0.0,0.0
0.070801,0.013672,1.006836,0.97561,0.0,4.45122,0.0,0.0,0.0
0.093018,0.031738,0.999756,0.548781,0.182927,4.756098,0.0,0.0,0.0
0.053223,0.022461,1.002197,0.548781,0.365854,4.146341,0.0,0.0,0.0
0.063721,0.028809,0.994141,0.670732,-0.304878,3.47561,0.0,0.0,0.0
0.050781,0.013672,1.001953,0.060976,0.121951,3.47561,0.0,0.0,0.0
0.033447,0.017578,1.008789,0.0,0.121951,3.353659,0.0,0.0,0.0
0.024658,0.030518,1.002686,-0.243902,0.060976,3.04878,0.0,0.0,0.0
0.024658,0.012695,1.004639,0.121951,-0.182927,2.682927,0.0,0.0,0.0
-0.00708,0.005127,1.003662,0.243902,0.182927,3.292683,0.0,0.0,0.0
0.021484,0.019043,1.014404,0.121951,-0.060976,4.02439,0.0,0.0,0.0
0.003906,0.014404,0.995117,0.182927,0.182927,4.207317,0.0,0.0,0.0
0.005371,0.02417,0.995605,0.060976,0.060976,4.390244,0.0,0.0,0.0
-0.0354,0.017578,0.998291,-0.182927,0.060976,3.780488,0.0,0.0,0.0
-0.040771,0.026611,1.0,0.182927,0.182927,3.719512,0.0,0.0,0.0
-0.04541,0.039062,1.005615,0.609756,0.365854,3.292683,0.0,0.0,0.0
-0.057129,0.022217,0.996338,0.243902,0.182927,2.5,0.0,0.0,0.0
-0.065918,0.00415,0.998047,0.304878,0.426829,2.256098,0.0,0.0,0.0
-0.061523,0.008789,0.995117,0.0,0.182927,3.47561,0.0,0.0,0.0
-0.081787,0.012939,1.006104,-0.121951,0.243902,4.085366,0.0,0.0,0.0
-0.046387,0.035645,1.01001,-0.121951,-0.182927,3.47561,0.0,0.0,0.0
-0.082031,0.025879,1.009521,0.182927,0.182927,2.621951,0.0,0.0,0.0
-0.063965,-0.007324,1.003418,-0.121951,0.121951,3.353659,0.0,0.0,0.0
-0.041016,0.047852,1.00293,0.304878,0.365854,3.536585,0.0,0.0,0.0
-0.078125,0.027832,1.005127,-0.365854,-0.060976,2.682927,0.0,0.0,0.0
-0.104004,0.02124,1.00293,-0.914634,0.0,2.621951,0.0,0.0,0.0
-0.085205,0.033691,0.992676,0.792683,0.243902,1.829268,0.0,0.0,0.0
-0.094727,-0.003418,0.997559,-0.914634,0.0,1.768293,0.0,0.0,0.0
-0.083008,0.012695,1.009033,-0.487805,0.121951,2.317073,0.0,0.0,0.0
-0.08252,-0.003906,1.003662,-0.365854,0.121951,1.768293,0.0,0.0,0.0
-0.067139,0.017334,1.001709,-0.731707,0.0,1.829268,0.0,0.0,0.0
-0.057861,-0.017578,1.00415,-1.036585,-0.060976,1.829268,0.0,0.0,0.0
-0.090576,0.026123,1.000488,0.548781,0.304878,1.890244,0.0,0.0,0.0
-0.049072,-0.008301,1.014648,-0.243902,0.304878,2.5,0.0,0.0,0.0
-0.071289,0.003418,1.002441,-0.487805,-0.182927,2.378049,0.0,0.0,0.0
-0.070068,0.016113,1.001465,-0.182927,0.060976,2.621951,0.0,0.0,0.0
-0.029297,0.006348,0.994141,-0.243902,0.182927,2.865854,0.0,0.0,0.0
-0.084961,0.00708,1.004395,-0.792683,0.243902,2.865854,0.0,0.0,0.0
-0.031982,0.023438,1.005127,0.060976,0.487805,4.45122,0.0,0.0,0.0
-0.045898,0.022705,0.998291,0.426829,0.487805,3.597561,0.0,0.0,0.0
-0.01709,0.028564,1.005615,0.914634,0.609756,3.231707,0.0,0.0,0.0
-0.051758,0.028076,0.99585,0.548781,-0.121951,2.256098,0.0,0.0,0.0
-0.028564,0.039307,0.990723,-0.304878,0.304878,1.707317,0.0,0.0,0.0
-0.031494,0.033447,0.990479,0.609756,0.121951,0.182927,0.0,0.0,0.0
0.007324,-0.017578,0.996826,-0.121951,0.060976,0.182927,0.0,0.0,0.0
-0.012451,-0.006348,0.998047,-1.219512,-0.304878,-0.426829,0.0,0.0,0.0
-0.007324,-0.025635,1.012695,-2.987805,0.121951,-0.487805,0.0,0.0,0.0
0.010986,0.020996,1.005859,-1.402439,-0.243902,-0.182927,0.0,0.0,0.0
0.071777,-0.024658,1.004883,0.548781,-0.365854,-0.426829,0.0,0.0,0.0
0.014648,0.016113,0.994629,0.304878,0.182927,0.060976,0.0,0.0,0.0
0.096436,-0.020752,0.999756,0.426829,-0.182927,-0.792683,0.0,0.0,0.0
0.041992,0.000488,0.999512,-0.426829,-0.121951,0.0,0.0,0.0,0.0
0.093506,0.021729,1.006104,0.609756,0.0,0.97561,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
