-0.143066,0.025879,0.997803,-0.243902,0.000000,7.439024,0.000000.1,0.000000.2,0.000000.3
-0.162598,0.063232,1.009033,-0.97561,0.060976,7.439024,0.0,0.0,0.0
-0.166992,0.009521,1.008301,-1.707317,0.182927,7.317073,0.0,0.0,0.0
-0.175049,0.00293,0.99707,1.341463,0.487805,7.439024,0.0,0.0,0.0
-0.209229,0.000732,0.992432,1.036585,0.487805,8.780488,0.0,0.0,0.0
-0.192383,-0.026855,1.01001,-0.426829,0.365854,9.02439,0.0,0.0,0.0
-0.213623,-0.05249,1.001465,-0.792683,0.121951,10.731708,0.0,0.0,0.0
-0.223145,-0.036621,1.002197,-1.036585,0.182927,13.04878,0.0,0.0,0.0
-0.206299,-0.058838,1.016846,-0.243902,0.182927,15.426829,0.0,0.0,0.0
-0.24707,-0.037598,1.007324,-0.365854,0.487805,18.292683,0.0,0.0,0.0
-0.247803,-0.019043,1.009766,0.365854,0.304878,21.768293,0.0,0.0,0.0
-0.220947,0.011963,1.012207,0.97561,0.914634,25.304878,0.0,0.0,0.0
-0.177734,0.03833,0.996826,2.804878,0.914634,26.768293,0.0,0.0,0.0
-0.174805,0.040039,1.006104,2.743902,0.914634,28.780489,0.0,0.0,0.0
-0.119385,0.043701,0.999756,3.170732,0.731707,28.475611,0.0,0.0,0.0
-0.161133,0.037109,0.989014,-0.365854,0.853659,27.5,0.0,0.0,0.0
-0.151367,0.011475,0.998535,-1.341463,0.609756,25.975611,0.0,0.0,0.0
-0.163818,-0.029785,1.017822,-0.670732,0.853659,25.243902,0.0,0.0,0.0
-0.137939,-0.031982,1.002197,-1.097561,1.036585,25.42683,0.0,0.0,0.0
-0.158203,-0.067139,1.001465,-8.292683,0.182927,27.682928,0.0,0.0,0.0
-0.146729,-0.050293,1.02002,-8.47561,0.0,31.646341,0.0,0.0,0.0
-0.123779,-0.004639,0.993652,1.768293,0.365854,35.914635,0.0,0.0,0.0
-0.088135,0.031982,1.003418,-0.182927,0.304878,37.439026,0.0,0.0,0.0
-0.102295,0.076416,1.032227,14.939025,2.5,37.2561,0.0,0.0,0.0
-0.007568,0.083496,0.974854,17.439024,1.768293,35.792683,0.0,0.0,0.0
0.004395,0.094482,1.007324,13.04878,0.914634,33.475609,0.0,0.0,0.0
0.067627,0.064209,0.99707,16.707317,1.95122,30.54878,0.0,0.0,0.0
-0.005371,0.142822,0.961426,2.926829,1.097561,25.060976,0.0,0.0,0.0
0.025146,0.102295,0.9646,-2.743902,0.426829,18.658537,0.0,0.0,0.0
0.047119,0.026611,0.999268,-2.317073,0.182927,12.439025,0.0,0.0,0.0
0.025879,0.005127,1.000732,-8.109756,0.243902,6.280488,0.0,0.0,0.0
-0.048096,-0.032227,0.97583,-13.597561,-0.060976,3.414634,0.0,0.0,0.0
0.097656,-0.112061,0.988281,-27.5,-0.182927,3.963415,0.0,0.0,0.0
0.010986,-0.072021,1.04541,-27.743902,-1.890244,5.487805,0.0,0.0,0.0
0.009521,-0.029785,0.986084,-0.060976,0.243902,11.036586,0.0,0.0,0.0
0.118896,-0.021484,0.997803,-0.792683,0.182927,10.609756,0.0,0.0,0.0
0.07251,-0.015381,1.027588,-0.731707,0.243902,9.878049,0.0,0.0,0.0
0.120117,-0.04126,1.020264,4.207317,0.97561,9.634147,0.0,0.0,0.0
0.114746,-0.009766,1.029297,21.890244,2.256098,11.707317,0.0,0.0,0.0
0.122559,0.015137,0.953613,17.621952,1.341463,10.060976,0.0,0.0,0.0
0.116455,0.032715,1.013428,-0.853659,0.548781,5.426829,0.0,0.0,0.0
0.092285,0.018555,1.020264,-1.890244,-0.426829,2.560976,0.0,0.0,0.0
0.121826,-0.013428,1.000488,-3.231707,-0.670732,-0.548781,0.0,0.0,0.0
0.120117,-0.018799,1.002686,-5.487805,0.121951,-1.646341,0.0,0.0,0.0
0.074219,0.018799,1.013184,-6.219512,-0.121951,-4.085366,0.0,0.0,0.0
0.042725,-0.030518,0.998779,-4.329268,-1.158537,-6.280488,0.0,0.0,0.0
0.083984,-0.07373,1.020752,-2.987805,-0.304878,-5.609756,0.0,0.0,0.0
0.11084,-0.055664,1.00293,-1.52439,-0.304878,-4.573171,0.0,0.0,0.0
0.09375,-0.041748,0.98999,-0.609756,-0.426829,-4.085366,0.0,0.0,0.0
0.097656,-0.054199,1.020996,-1.585366,-0.060976,-2.865854,0.0,0.0,0.0
0.086914,-0.01123,1.019531,-0.060976,-0.182927,-2.317073,0.0,0.0,0.0
0.114746,-0.02417,1.001953,-0.121951,-0.304878,-2.5,0.0,0.0,0.0
0.054443,-0.018799,1.000732,0.914634,-0.060976,-3.719512,0.0,0.0,0.0
0.092529,-0.001221,1.006836,0.609756,0.121951,-3.719512,0.0,0.0,0.0
0.118164,-0.003662,0.993164,1.036585,-0.365854,-4.512195,0.0,0.0,0.0
0.12207,0.013428,0.970459,-0.121951,-0.121951,-5.304878,0.0,0.0,0.0
0.085449,0.000488,0.998291,-2.012195,-0.853659,-6.95122,0.0,0.0,0.0
0.111328,-0.031006,0.987305,-0.97561,-0.731707,-8.536586,0.0,0.0,0.0
0.076172,-0.012451,0.995605,-0.792683,0.0,-8.170732,0.0,0.0,0.0
0.124023,-0.051025,1.005615,-0.548781,-0.670732,-8.414635,0.0,0.0,0.0
0.099365,-0.0271,1.003418,-0.792683,-0.121951,-7.743903,0.0,0.0,0.0
0.100098,-0.018555,1.000732,0.243902,-0.365854,-7.195122,0.0,0.0,0.0
0.125,-0.068848,1.013184,-1.768293,-0.365854,-5.487805,0.0,0.0,0.0
0.116943,-0.034424,0.992676,0.060976,-0.365854,-1.890244,0.0,0.0,0.0
0.10083,0.003174,1.005127,-1.036585,-0.548781,-1.768293,0.0,0.0,0.0
0.091553,-0.029297,1.002441,0.304878,-0.182927,-2.256098,0.0,0.0,0.0
0.081787,-0.01416,0.998535,0.609756,-0.182927,-2.378049,0.0,0.0,0.0
0.128418,-0.019287,1.009277,0.121951,-0.243902,-2.926829,0.0,0.0,0.0
0.062988,-0.044678,0.995605,-0.670732,-0.060976,-3.170732,0.0,0.0,0.0
0.106445,-0.030029,1.015381,-0.609756,-0.060976,-1.95122,0.0,0.0,0.0
0.089844,-0.020508,0.99707,-0.914634,-0.243902,-0.97561,0.0,0.0,0.0
0.061035,-0.005371,0.997803,-0.426829,-0.060976,-0.487805,0.0,0.0,0.0
0.082031,-0.008789,0.999512,0.182927,-0.182927,-0.426829,0.0,0.0,0.0
0.066895,-0.007812,1.004639,0.609756,-0.121951,-0.609756,0.0,0.0,0.0
0.056885,0.001709,0.99292,1.768293,0.121951,-1.95122,0.0,0.0,0.0
0.054932,-0.020508,0.995361,-0.121951,-0.121951,-2.743902,0.0,0.0,0.0
0.072021,-0.019043,1.007812,-0.060976,-0.487805,-2.743902,0.0,0.0,0.0
0.06543,-0.021973,0.999268,-0.609756,-0.243902,-2.134146,0.0,0.0,0.0
0.048584,-0.018799,1.0,-0.243902,-0.060976,-1.646341,0.0,0.0,0.0
0.043213,-0.000977,1.000244,-0.304878,-0.304878,-1.341463,0.0,0.0,0.0
0.050049,-0.009033,1.003662,0.0,0.121951,-1.219512,0.0,0.0,0.0
0.036133,-0.012939,1.009277,-0.792683,-0.060976,-0.426829,0.0,0.0,0.0
0.037354,0.002686,0.998535,0.060976,-0.121951,-0.121951,0.0,0.0,0.0
0.023193,-0.018066,1.00293,0.121951,0.0,-1.036585,0.0,0.0,0.0
0.016602,-0.00293,1.006836,0.060976,0.121951,-0.182927,0.0,0.0,0.0
0.026611,-0.007568,1.001953,-0.914634,-0.060976,-0.304878,0.0,0.0,0.0
0.019775,-0.004883,1.003906,-0.365854,-0.060976,-0.365854,0.0,0.0,0.0
0.044434,-0.009277,1.005859,0.304878,-0.060976,0.243902,0.0,0.0,0.0
0.041016,0.002686,0.998779,-0.060976,0.243902,0.426829,0.0,0.0,0.0
0.020508,0.003906,0.997803,0.0,0.121951,-0.060976,0.0,0.0,0.0
0.001465,-0.021973,1.01416,-0.243902,-0.060976,0.426829,0.0,0.0,0.0
0.003906,-0.033936,1.005371,0.121951,-0.121951,0.548781,0.0,0.0,0.0
0.013184,-0.025146,1.002686,0.182927,-0.182927,1.52439,0.0,0.0,0.0
0.009521,0.00415,0.994141,0.426829,0.365854,2.134146,0.0,0.0,0.0
0.010986,0.008057,1.009033,-0.060976,0.0,2.865854,0.0,0.0,0.0
-0.001953,-0.00293,0.999756,0.0,0.304878,2.378049,0.0,0.0,0.0
0.001465,-0.006104,0.994629,0.304878,0.121951,2.560976,0.0,0.0,0.0
0.011719,0.006592,1.000244,0.060976,0.0,2.682927,0.0,0.0,0.0
0.028564,0.020996,1.007568,0.426829,-0.060976,1.646341,0.0,0.0,0.0
0.005615,-0.000732,1.006348,-0.182927,-0.304878,1.463415,0.0,0.0,0.0
0.014404,-0.001221,1.010254,-0.304878,-0.060976,1.585366,0.0,0.0,0.0
0.007324,-0.012939,1.004395,0.0,-0.182927,1.036585,0.0,0.0,0.0
-0.007324,-0.000732,1.012451,-0.304878,-0.487805,1.463415,0.0,0.0,0.0
0.037598,0.018555,1.007812,0.121951,0.0,1.280488,0.0,0.0,0.0
