-0.001709,0.003174,1.006836,0.000000,-0.060976,-0.060976.1,0.000000.1,0.000000.2,0.000000.3
0.033447,-0.003662,1.002686,-0.365854,-0.182927,0.121951,0.0,0.0,0.0
0.024658,-0.006592,0.993896,-0.670732,0.060976,0.304878,0.0,0.0,0.0
0.027832,-0.005859,0.996826,0.182927,0.243902,0.731707,0.0,0.0,0.0
0.027344,-0.000732,1.000732,0.121951,-0.304878,0.914634,0.0,0.0,0.0
0.001953,-0.002686,0.991211,-0.060976,0.0,0.548781,0.0,0.0,0.0
0.021484,-0.005615,1.00293,0.304878,0.0,1.097561,0.0,0.0,0.0
0.010254,0.004639,1.008789,-0.365854,0.060976,1.280488,0.0,0.0,0.0
0.020752,0.012451,1.007568,-0.426829,0.060976,1.402439,0.0,0.0,0.0
0.029541,0.013672,0.998291,0.182927,-0.121951,1.280488,0.0,0.0,0.0
0.015137,0.0,1.003174,0.0,-0.060976,0.792683,0.0,0.0,0.0
0.027344,0.005127,1.00293,-0.426829,0.0,-0.060976,0.0,0.0,0.0
-0.000244,0.004883,0.995117,0.0,0.121951,-0.182927,0.0,0.0,0.0
0.023438,-0.011719,1.001221,0.243902,-0.182927,-0.182927,0.0,0.0,0.0
0.020996,-0.009277,1.000488,-0.182927,-0.121951,-0.060976,0.0,0.0,0.0
0.023682,-0.016846,1.001465,-0.548781,0.121951,0.121951,0.0,0.0,0.0
0.025879,-0.008301,1.005371,0.121951,-0.121951,0.060976,0.0,0.0,0.0
0.033936,0.007812,1.002197,0.182927,-0.487805,-0.304878,0.0,0.0,0.0
0.010254,0.011963,1.004639,0.365854,0.182927,-0.243902,0.0,0.0,0.0
0.013672,0.005371,1.006104,0.182927,0.0,-0.487805,0.0,0.0,0.0
0.000977,0.009277,0.994385,-0.365854,0.121951,-0.304878,0.0,0.0,0.0
-0.003174,-0.004395,1.003906,0.121951,-0.182927,-0.97561,0.0,0.0,0.0
-0.001953,-0.014648,0.997314,-0.914634,0.182927,-0.487805,0.0,0.0,0.0
0.030518,0.009277,1.005859,-0.365854,0.304878,-0.792683,0.0,0.0,0.0
0.013672,-0.006836,1.004639,-0.121951,0.0,-0.121951,0.0,0.0,0.0
0.005127,0.004639,1.006592,-0.304878,0.0,0.609756,0.0,0.0,0.0
0.015625,-0.013428,1.006836,-0.365854,-0.060976,0.609756,0.0,0.0,0.0
0.012695,-0.006836,1.008301,-0.548781,0.0,0.548781,0.0,0.0,0.0
0.017822,0.000977,0.996338,0.0,-0.182927,0.670732,0.0,0.0,0.0
-0.004883,-0.011963,1.005859,0.121951,0.060976,0.182927,0.0,0.0,0.0
0.008545,-0.008789,1.00708,-0.121951,0.060976,0.609756,0.0,0.0,0.0
0.028564,0.005127,1.015381,-0.487805,0.0,0.792683,0.0,0.0,0.0
-0.006348,-0.003418,1.006104,-0.243902,0.0,0.426829,0.0,0.0,0.0
0.009521,-0.004395,1.004395,-0.365854,0.304878,0.914634,0.0,0.0,0.0
0.01001,0.002197,1.003662,-0.426829,0.243902,0.97561,0.0,0.0,0.0
0.002441,-0.01123,1.006836,-0.487805,-0.243902,0.914634,0.0,0.0,0.0
0.010254,-0.005615,1.005371,-0.365854,-0.060976,1.280488,0.0,0.0,0.0
0.01123,-0.001465,1.007324,0.0,0.304878,1.097561,0.0,0.0,0.0
0.028564,0.00415,0.996826,0.487805,0.0,1.402439,0.0,0.0,0.0
0.014404,0.000488,1.006104,-0.304878,0.060976,0.487805,0.0,0.0,0.0
0.040527,0.005859,0.998779,0.304878,-0.121951,0.914634,0.0,0.0,0.0
0.029541,0.01001,1.002686,-0.243902,0.0,0.182927,0.0,0.0,0.0
0.038086,0.001221,0.999756,-0.304878,-0.060976,0.060976,0.0,0.0,0.0
0.035889,-0.004639,1.011719,-0.060976,0.121951,-0.182927,0.0,0.0,0.0
0.051758,-0.001221,1.002197,-0.182927,-0.121951,-0.182927,0.0,0.0,0.0
0.050293,-0.007324,1.002197,-0.426829,-0.121951,-0.243902,0.0,0.0,0.0
0.005371,0.002197,0.996582,0.182927,0.0,0.304878,0.0,0.0,0.0
0.004883,-0.000977,1.003418,0.121951,-0.121951,0.0,0.0,0.0,0.0
0.000488,0.00415,1.003174,0.060976,-0.121951,0.060976,0.0,0.0,0.0
0.0,-0.003174,1.001221,0.182927,0.182927,-0.121951,0.0,0.0,0.0
0.002441,0.000244,1.00293,0.121951,0.060976,-0.060976,0.0,0.0,0.0
0.001465,-0.003174,1.002686,0.0,-0.060976,0.0,0.0,0.0,0.0
-0.001709,-0.001465,0.998535,0.060976,-0.243902,0.182927,0.0,0.0,0.0
0.008301,-0.010254,1.003662,0.182927,0.243902,-0.121951,0.0,0.0,0.0
0.002197,0.000977,1.006592,0.121951,0.0,0.121951,0.0,0.0,0.0
0.001953,-0.006104,1.000977,0.304878,-0.060976,0.487805,0.0,0.0,0.0
0.002686,-0.002197,1.002441,0.0,0.182927,0.853659,0.0,0.0,0.0
0.007324,-0.009521,0.999512,-0.060976,0.243902,0.914634,0.0,0.0,0.0
0.005127,-0.004395,1.000732,0.182927,0.060976,1.280488,0.0,0.0,0.0
0.004883,-0.008789,1.005127,-0.060976,0.304878,1.707317,0.0,0.0,0.0
0.005859,-0.029297,0.998291,0.243902,0.121951,2.560976,0.0,0.0,0.0
0.010254,-0.010498,1.003906,-0.121951,-0.182927,2.926829,0.0,0.0,0.0
0.014404,-0.029785,1.007568,-0.487805,0.060976,4.02439,0.0,0.0,0.0
0.026611,-0.041748,1.006104,-0.304878,-0.182927,5.54878,0.0,0.0,0.0
0.033936,-0.0354,1.010254,-0.487805,0.243902,8.292683,0.0,0.0,0.0
0.06958,-0.040283,1.004883,-0.548781,0.365854,10.54878,0.0,0.0,0.0
0.148438,-0.068115,1.004883,-1.036585,0.609756,12.926829,0.0,0.0,0.0
0.187744,-0.017822,0.993164,-0.609756,0.426829,14.085366,0.0,0.0,0.0
0.094238,0.057129,1.018799,-1.097561,0.243902,10.243902,0.0,0.0,0.0
0.119141,0.019287,1.009277,6.463415,0.731707,5.609756,0.0,0.0,0.0
0.109863,0.006836,0.98291,3.902439,0.365854,3.170732,0.0,0.0,0.0
0.150635,-0.02002,1.006592,0.060976,0.548781,3.04878,0.0,0.0,0.0
0.130371,-0.011719,0.992188,-0.670732,0.365854,3.353659,0.0,0.0,0.0
0.123047,-0.020752,0.994873,-0.487805,-0.243902,3.414634,0.0,0.0,0.0
0.146484,0.022949,1.010986,-2.621951,0.0,3.841464,0.0,0.0,0.0
0.130859,0.028809,1.008301,0.121951,0.487805,3.536585,0.0,0.0,0.0
0.154297,0.04126,1.004395,0.548781,0.0,2.256098,0.0,0.0,0.0
0.139893,0.016357,1.008057,1.829268,0.243902,0.304878,0.0,0.0,0.0
0.165527,0.003662,0.999512,2.195122,0.060976,-0.060976,0.0,0.0,0.0
0.171631,0.019043,1.013916,0.0,0.609756,-1.280488,0.0,0.0,0.0
0.191162,-0.020752,1.002686,-1.707317,0.121951,-1.829268,0.0,0.0,0.0
0.143066,-0.028809,0.998047,-1.829268,0.121951,-1.95122,0.0,0.0,0.0
0.135742,-0.014404,0.990967,-2.804878,0.243902,-0.97561,0.0,0.0,0.0
0.165527,-0.023682,1.005615,-4.756098,-0.426829,-1.829268,0.0,0.0,0.0
0.149414,-0.018799,0.99707,0.670732,0.548781,-1.158537,0.0,0.0,0.0
0.103516,-0.026123,1.007324,-0.182927,0.304878,-0.182927,0.0,0.0,0.0
0.09375,-0.025879,1.001465,1.341463,0.243902,-1.158537,0.0,0.0,0.0
0.109619,-0.050537,1.014648,0.609756,0.0,0.914634,0.0,0.0,0.0
0.117432,-0.02124,1.012695,-0.609756,-0.060976,1.341463,0.0,0.0,0.0
0.09668,0.004639,1.003418,-0.365854,-0.365854,0.304878,0.0,0.0,0.0
0.065186,-0.001709,1.005371,0.365854,0.487805,-0.853659,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
