0.006348,-0.013916,1.001221,-0.121951,0.000000,0.609756,0.000000.1,0.000000.2,0.000000.3
-0.000488,0.00708,0.996094,0.0,-0.304878,0.853659,0.0,0.0,0.0
0.003174,0.016602,1.00708,-0.121951,0.060976,0.914634,0.0,0.0,0.0
-0.006348,0.006104,1.001709,0.243902,0.121951,0.731707,0.0,0.0,0.0
0.01001,0.026123,1.003418,0.243902,0.243902,1.097561,0.0,0.0,0.0
0.006104,0.02124,0.995117,-0.182927,-0.060976,0.426829,0.0,0.0,0.0
0.001953,0.019287,0.997803,0.121951,0.060976,0.060976,0.0,0.0,0.0
-0.001221,0.001953,1.001953,0.0,-0.182927,-0.365854,0.0,0.0,0.0
-0.018311,-0.003174,0.999756,0.0,0.182927,-0.182927,0.0,0.0,0.0
0.02417,0.020996,0.993408,0.243902,0.060976,0.243902,0.0,0.0,0.0
0.030762,0.00293,1.003418,0.121951,-0.121951,-0.121951,0.0,0.0,0.0
0.029785,-0.011719,1.008545,-0.121951,0.182927,0.304878,0.0,0.0,0.0
0.074219,0.019775,0.993408,0.304878,0.121951,0.853659,0.0,0.0,0.0
0.092529,-0.015625,0.986572,0.304878,-0.121951,-2.134146,0.0,0.0,0.0
0.026855,-0.00415,1.008545,0.0,0.060976,-1.768293,0.0,0.0,0.0
0.100586,-0.008301,1.001709,0.0,0.243902,-0.97561,0.0,0.0,0.0
0.099609,-0.019287,0.988281,0.426829,0.060976,-1.463415,0.0,0.0,0.0
0.081299,-0.023438,1.008301,-0.853659,0.304878,-1.158537,0.0,0.0,0.0
0.138916,-0.005127,1.028076,-0.365854,0.060976,-0.121951,0.0,0.0,0.0
0.097412,-0.01001,1.021484,-0.243902,0.0,-0.365854,0.0,0.0,0.0
0.146973,-0.013428,1.019043,-0.670732,-0.182927,-0.365854,0.0,0.0,0.0
0.152832,-0.028809,0.994141,0.121951,0.182927,0.853659,0.0,0.0,0.0
0.131104,0.008789,0.996094,0.0,0.243902,1.219512,0.0,0.0,0.0
