0.103760,-0.001953,1.014160,-0.426829,-0.426829.1,-1.280488,0.000000,0.000000.1,0.000000.2
-0.080811,0.007568,0.987793,0.426829,-0.914634,-7.134147,0.0,0.0,0.0
-0.040771,0.013916,1.017578,0.487805,-0.609756,-6.52439,0.0,0.0,0.0
-0.131104,0.052002,1.000977,0.426829,-0.243902,-7.865854,0.0,0.0,0.0
-0.135742,0.060791,1.000244,0.792683,-0.182927,-7.987805,0.0,0.0,0.0
-0.069092,0.077393,0.997559,1.52439,-0.243902,-9.390244,0.0,0.0,0.0
-0.133789,0.064941,1.013672,-0.97561,-0.731707,-11.768293,0.0,0.0,0.0
-0.126953,0.059082,1.01123,-0.426829,-0.365854,-14.329268,0.0,0.0,0.0
-0.106934,0.016602,1.003174,-1.52439,-0.609756,-16.890244,0.0,0.0,0.0
-0.121338,0.044189,1.01709,-0.182927,-1.036585,-16.463415,0.0,0.0,0.0
-0.036377,-0.040039,1.008789,-0.548781,-0.548781,-16.890244,0.0,0.0,0.0
-0.07959,0.001465,0.99292,-0.365854,-0.182927,-14.878049,0.0,0.0,0.0
-0.088135,-0.000977,0.991211,0.853659,-0.182927,-17.256098,0.0,0.0,0.0
-0.064453,-0.003662,0.996338,0.548781,-0.304878,-16.463415,0.0,0.0,0.0
-0.07373,-0.041016,0.998291,-0.426829,-0.670732,-15.609756,0.0,0.0,0.0
-0.084229,0.006104,0.997803,-0.792683,-0.426829,-14.573171,0.0,0.0,0.0
-0.063232,0.008789,0.991699,0.121951,-0.121951,-16.036585,0.0,0.0,0.0
-0.08667,0.027832,0.989746,0.548781,0.121951,-15.792684,0.0,0.0,0.0
-0.09375,0.039307,0.989502,0.487805,-0.243902,-15.853659,0.0,0.0,0.0
-0.075684,0.005615,1.004395,-0.243902,-0.914634,-16.280489,0.0,0.0,0.0
-0.078613,-0.025391,1.018555,-0.97561,-0.487805,-15.670732,0.0,0.0,0.0
-0.042969,-0.013672,0.994873,-0.548781,-0.670732,-13.963415,0.0,0.0,0.0
-0.115723,0.025879,1.015869,-0.548781,-0.731707,-13.353659,0.0,0.0,0.0
-0.09668,0.009521,0.987793,-0.731707,-0.243902,-12.134147,0.0,0.0,0.0
-0.059082,-0.012695,1.001221,-1.402439,-0.548781,-12.134147,0.0,0.0,0.0
-0.080811,0.014404,1.003662,0.426829,-0.487805,-11.52439,0.0,0.0,0.0
-0.066162,0.00415,0.984375,0.060976,-0.182927,-11.158537,0.0,0.0,0.0
-0.056396,0.008301,1.002441,2.134146,-0.182927,-10.670732,0.0,0.0,0.0
-0.081787,0.044189,1.011963,1.158537,-0.548781,-11.585366,0.0,0.0,0.0
-0.051758,0.009033,1.005615,-0.914634,-0.243902,-13.109756,0.0,0.0,0.0
-0.040039,-0.018311,0.986816,0.365854,-0.182927,-11.890244,0.0,0.0,0.0
-0.090576,0.030762,1.012939,-0.182927,-0.548781,-10.487805,0.0,0.0,0.0
-0.072998,-0.004639,0.982422,0.97561,-0.304878,-9.390244,0.0,0.0,0.0
-0.067871,-0.013428,1.003906,0.243902,-0.243902,-8.353659,0.0,0.0,0.0
-0.0896,0.003662,1.001709,-0.426829,-0.121951,-6.341464,0.0,0.0,0.0
-0.077881,0.023438,1.015137,0.243902,-0.304878,-6.707317,0.0,0.0,0.0
-0.069336,0.010254,1.008545,0.243902,-0.304878,-6.280488,0.0,0.0,0.0
-0.071289,0.000488,1.002441,-0.487805,-0.365854,-6.097561,0.0,0.0,0.0
-0.068359,0.008301,0.990479,-0.182927,-0.426829,-4.756098,0.0,0.0,0.0
-0.063721,0.012939,0.99585,-0.304878,0.060976,-3.780488,0.0,0.0,0.0
-0.054443,0.008301,1.006348,-0.060976,-0.060976,-3.536585,0.0,0.0,0.0
-0.057129,-0.006348,1.005127,-0.548781,-0.182927,-3.170732,0.0,0.0,0.0
-0.057617,-0.017822,1.002686,-0.97561,-0.304878,-1.707317,0.0,0.0,0.0
-0.036377,0.011475,0.997559,0.060976,-0.365854,-1.158537,0.0,0.0,0.0
-0.03418,0.008301,1.000732,0.060976,-0.182927,-0.548781,0.0,0.0,0.0
-0.061279,0.012939,1.003418,-0.243902,-0.182927,-0.548781,0.0,0.0,0.0
-0.033447,0.010254,1.001709,0.0,0.121951,-0.243902,0.0,0.0,0.0
-0.036865,0.005615,1.003418,0.121951,0.0,0.609756,0.0,0.0,0.0
-0.050293,-0.012939,1.006836,-0.243902,-0.121951,0.792683,0.0,0.0,0.0
-0.008057,0.01001,1.00415,-0.365854,-0.060976,0.609756,0.0,0.0,0.0
-0.03125,-0.003906,1.008057,-0.365854,-0.182927,0.853659,0.0,0.0,0.0
-0.042236,-0.003662,0.999268,0.365854,0.0,0.121951,0.0,0.0,0.0
-0.023926,0.014404,1.000732,0.365854,-0.243902,0.548781,0.0,0.0,0.0
-0.041748,0.000244,0.99292,-0.121951,0.060976,0.548781,0.0,0.0,0.0
-0.024902,0.018311,1.01709,0.609756,-0.304878,0.426829,0.0,0.0,0.0
-0.040527,0.004883,1.017822,-0.365854,-0.304878,0.182927,0.0,0.0,0.0
-0.015381,0.021973,0.999512,-0.914634,-0.121951,0.609756,0.0,0.0,0.0
-0.052246,0.011719,1.005859,-0.182927,-0.182927,0.121951,0.0,0.0,0.0
-0.051514,0.015381,1.001709,-0.121951,0.0,0.060976,0.0,0.0,0.0
-0.065674,0.008057,1.001953,0.426829,0.121951,0.060976,0.0,0.0,0.0
-0.058594,0.015381,1.001221,0.060976,-0.304878,0.487805,0.0,0.0,0.0
-0.032227,0.012207,0.999268,0.0,0.243902,-0.121951,0.0,0.0,0.0
-0.007568,0.00293,1.005615,-0.487805,-0.121951,-0.060976,0.0,0.0,0.0
-0.000977,0.000244,1.001709,-0.182927,0.121951,0.365854,0.0,0.0,0.0
-0.008057,0.006592,1.006836,-0.304878,0.060976,0.0,0.0,0.0,0.0
-0.009033,0.003174,1.005859,0.0,-0.060976,0.060976,0.0,0.0,0.0
-0.00708,0.003906,1.000488,-0.121951,-0.060976,-0.121951,0.0,0.0,0.0
-0.001953,0.001709,1.000732,-0.182927,-0.121951,0.121951,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
