-0.026855,-0.107178,0.975586,-4.085366,-0.853659,0.000000,0.000000.1,0.000000.2,0.000000.3
-0.028076,-0.052246,0.949707,-13.47561,-108.475609,-10.54878,0.0,0.0,0.0
-0.012695,-0.073242,1.063965,-12.012196,-102.195122,-7.987805,0.0,0.0,0.0
-0.001709,-0.05835,1.093018,-11.097561,-92.987808,-5.792683,0.0,0.0,0.0
0.018066,-0.020508,1.048096,-14.45122,-82.865852,-2.743902,0.0,0.0,0.0
0.021973,0.007568,0.992188,-21.890244,-78.109756,-1.95122,0.0,0.0,0.0
0.008545,0.023193,0.967773,-29.45122,-75.304878,-2.621951,0.0,0.0,0.0
-0.028564,0.015625,0.93042,-36.829269,-73.170731,-4.573171,0.0,0.0,0.0
-0.044922,-0.054688,0.858398,-35.975609,-71.646339,-6.95122,0.0,0.0,0.0
-0.020996,-0.114746,0.772949,-30.853659,-72.926834,-7.439024,0.0,0.0,0.0
0.022461,-0.125977,0.702881,-23.902439,-78.414635,-6.463415,0.0,0.0,0.0
0.070312,-0.0896,0.681885,-16.463415,-88.109756,-5.853659,0.0,0.0,0.0
0.114258,-0.058594,0.792236,-11.95122,-100.426834,-5.304878,0.0,0.0,0.0
0.145508,-0.032715,0.941162,-12.560976,-107.68293,-4.878049,0.0,0.0,0.0
0.1604,-0.028076,1.184082,-13.292684,-110.243904,-5.54878,0.0,0.0,0.0
0.164062,-0.079102,1.416748,-14.207317,-102.68293,-5.853659,0.0,0.0,0.0
0.162354,-0.110352,1.513916,-18.963415,-91.768295,-4.817073,0.0,0.0,0.0
0.14624,-0.1604,1.577393,-22.804878,-75.975609,-2.073171,0.0,0.0,0.0
0.149902,-0.163086,1.474365,-24.207317,-60.487804,1.585366,0.0,0.0,0.0
0.177734,-0.159424,1.285889,-23.658537,-52.5,5.426829,0.0,0.0,0.0
0.191162,-0.131348,1.14917,-20.54878,-52.92683,9.085366,0.0,0.0,0.0
0.206299,-0.069092,1.128174,-18.536585,-59.451221,11.829268,0.0,0.0,0.0
0.203369,0.000488,1.179688,-18.902439,-65.975609,11.768293,0.0,0.0,0.0
0.215088,0.071777,1.298584,-21.219513,-69.878052,9.207317,0.0,0.0,0.0
0.204346,0.064453,1.31543,-23.780489,-69.756096,4.817073,0.0,0.0,0.0
0.247803,0.050781,1.468994,-14.329268,-66.280487,-0.060976,0.0,0.0,0.0
0.247803,0.05127,1.595215,-7.317073,-61.707317,-2.865854,0.0,0.0,0.0
0.267578,0.028809,1.67749,-10.121951,-52.439026,-5.182927,0.0,0.0,0.0
0.254883,-0.032227,1.71167,-11.768293,-42.560978,-6.341464,0.0,0.0,0.0
0.249268,-0.051025,1.686035,-12.439025,-30.121952,-5.853659,0.0,0.0,0.0
0.234863,-0.075684,1.635254,-13.353659,-19.634148,-4.878049,0.0,0.0,0.0
0.234619,-0.076416,1.546143,-13.719513,-11.341464,-4.085366,0.0,0.0,0.0
0.218994,-0.074707,1.449951,-14.573171,-5.365854,-3.719512,0.0,0.0,0.0
0.19458,-0.079834,1.384277,-13.902439,-2.743902,-4.390244,0.0,0.0,0.0
0.161865,-0.115723,1.334717,-11.036586,-1.036585,-4.573171,0.0,0.0,0.0
0.14209,-0.132324,1.303223,-6.158537,0.365854,-4.268293,0.0,0.0,0.0
0.125244,-0.142578,1.287842,-0.792683,1.158537,-3.658537,0.0,0.0,0.0
0.118652,-0.131104,1.304932,1.402439,2.134146,-3.536585,0.0,0.0,0.0
0.117432,-0.140869,1.332275,3.109756,4.146341,-3.04878,0.0,0.0,0.0
0.123535,-0.148926,1.332764,6.646342,8.841464,-2.743902,0.0,0.0,0.0
0.129395,-0.158447,1.331055,10.304878,14.268293,-1.890244,0.0,0.0,0.0
0.131836,-0.153564,1.310303,10.670732,19.329269,-1.463415,0.0,0.0,0.0
0.140869,-0.173096,1.27002,10.731708,24.756098,-0.914634,0.0,0.0,0.0
0.13623,-0.187988,1.211182,10.609756,29.024391,0.0,0.0,0.0,0.0
0.134033,-0.209473,1.139404,11.463415,31.585367,1.829268,0.0,0.0,0.0
0.126709,-0.190674,1.093018,12.865854,32.012196,2.987805,0.0,0.0,0.0
0.113525,-0.210693,1.080322,14.02439,31.890245,4.146341,0.0,0.0,0.0
0.10791,-0.209717,1.077637,13.658537,32.439026,5.670732,0.0,0.0,0.0
0.096191,-0.213379,1.063232,14.207317,33.170731,7.439024,0.0,0.0,0.0
0.0979,-0.223145,1.045166,15.609756,33.780487,9.02439,0.0,0.0,0.0
0.097656,-0.236572,1.052002,16.280489,33.780487,11.707317,0.0,0.0,0.0
0.088867,-0.240479,1.060791,15.304878,34.695122,14.45122,0.0,0.0,0.0
0.084473,-0.243896,1.055908,14.207317,36.890244,17.012196,0.0,0.0,0.0
0.075195,-0.251709,1.018799,12.560976,38.780487,20.243902,0.0,0.0,0.0
0.073975,-0.24292,0.982422,12.256098,39.329269,23.597561,0.0,0.0,0.0
0.071533,-0.235596,0.946777,10.243902,39.512196,26.158537,0.0,0.0,0.0
0.061279,-0.244873,0.919189,8.414635,38.780487,29.207317,0.0,0.0,0.0
0.060059,-0.246094,0.887451,7.439024,37.317074,32.439026,0.0,0.0,0.0
0.05542,-0.250732,0.864258,5.853659,35.365856,36.280487,0.0,0.0,0.0
0.05127,-0.250732,0.837891,4.695122,33.048782,39.573174,0.0,0.0,0.0
0.044922,-0.23584,0.820312,4.329268,30.42683,43.109756,0.0,0.0,0.0
0.042236,-0.209961,0.823242,2.317073,27.256098,46.585365,0.0,0.0,0.0
0.048584,-0.194336,0.820557,1.829268,24.085367,48.780487,0.0,0.0,0.0
0.053467,-0.175049,0.844238,3.109756,21.829269,50.42683,0.0,0.0,0.0
0.065186,-0.166016,0.851807,3.719512,20.121952,51.036587,0.0,0.0,0.0
0.071533,-0.170654,0.845459,5.609756,18.719513,52.073174,0.0,0.0,0.0
0.082764,-0.186768,0.839844,8.47561,16.463415,53.963417,0.0,0.0,0.0
0.087646,-0.204834,0.836182,9.634147,15.243903,56.463417,0.0,0.0,0.0
0.094238,-0.204102,0.83374,9.695122,12.804878,60.42683,0.0,0.0,0.0
0.107178,-0.149414,0.84668,7.5,11.219512,63.841465,0.0,0.0,0.0
0.119629,-0.094238,0.84082,3.231707,10.182927,66.402443,0.0,0.0,0.0
0.117188,-0.030518,0.824463,-1.341463,8.658537,67.378052,0.0,0.0,0.0
0.132324,-0.001709,0.803467,-2.926829,6.463415,66.646339,0.0,0.0,0.0
0.158447,0.042725,0.835449,-1.219512,4.268293,65.731712,0.0,0.0,0.0
0.159912,0.091553,0.877441,-0.426829,2.987805,63.109756,0.0,0.0,0.0
0.179688,0.133545,0.900635,-0.670732,3.353659,60.487804,0.0,0.0,0.0
0.203857,0.190186,0.910645,-1.646341,4.268293,56.097561,0.0,0.0,0.0
0.206787,0.205078,0.921387,-2.073171,5.243903,50.975613,0.0,0.0,0.0
0.206787,0.224854,0.92627,-1.402439,5.97561,46.646343,0.0,0.0,0.0
