2.000000,2.000000.1,4.992432,3991.890381,3701.951416,3836.585449,0.000000,0.000000.1,0.000000.2
2.0,2.0,1.008789,3993.414795,3703.902588,3835.85376,0.0,0.0,0.0
2.0,2.0,4.994141,3994.390381,3705.792725,3835.548828,0.0,0.0,0.0
2.0,2.0,4.974609,3994.329346,3706.341553,3835.487793,0.0,0.0,0.0
2.0,2.0,4.984131,3993.658691,3705.914795,3835.85376,0.0,0.0,0.0
2.0,2.0,4.998291,3994.268311,3706.219482,3835.731689,0.0,0.0,0.0
2.0,2.0,1.00293,3995.487793,3707.987793,3835.243896,0.0,0.0,0.0
2.0,2.0,4.996826,0.060976,3708.963379,3835.487793,0.0,0.0,0.0
2.0,2.0,4.987793,0.97561,3710.427002,3835.670898,0.0,0.0,0.0
2.0,2.0,4.972168,2.073171,3711.097656,3835.914795,0.0,0.0,0.0
2.0,2.0,4.960938,2.439024,3710.609863,3836.585449,0.0,0.0,0.0
2.0,2.0,4.974121,1.646341,3709.329346,3837.743896,0.0,0.0,0.0
2.0,2.0,4.997803,0.304878,3708.414795,3839.085449,0.0,0.0,0.0
2.0,2.0,1.025635,3995.609863,3709.451416,3840.427002,0.0,0.0,0.0
2.0,2.0,1.038574,3995.487793,3710.975586,3841.402588,0.0,0.0,0.0
2.0,2.0,1.023193,0.0,3714.146484,3841.768311,0.0,0.0,0.0
2.0,2.0,4.992188,2.256098,3716.341553,3842.195312,0.0,0.0,0.0
2.0,2.0,4.957764,2.743902,3716.524414,3842.439209,0.0,0.0,0.0
2.0,2.0,4.94458,1.829268,3715.670898,3842.378174,0.0,0.0,0.0
2.0,2.0,4.960938,0.365854,3713.780518,3842.073242,0.0,0.0,0.0
2.0,2.0,4.970459,3995.183105,3713.963623,3841.402588,0.0,0.0,0.0
2.0,2.0,4.966064,3995.183105,3714.634277,3840.670898,0.0,0.0,0.0
2.0,2.0,4.95752,3995.427002,3715.487793,3840.85376,0.0,0.0,0.0
2.0,2.0,4.948242,0.792683,3715.792725,3841.219482,0.0,0.0,0.0
2.0,2.0,4.940918,0.121951,3715.548828,3841.341553,0.0,0.0,0.0
2.0,2.0,4.943604,3994.695312,3714.634277,3841.036621,0.0,0.0,0.0
2.0,2.0,4.948975,3993.414795,3714.390381,3840.85376,0.0,0.0,0.0
2.0,2.0,4.947754,3994.024414,3714.817139,3840.670898,0.0,0.0,0.0
2.0,2.0,4.938721,3994.939209,3714.939209,3839.695312,0.0,0.0,0.0
2.0,2.0,4.93042,3995.792725,3715.183105,3839.451416,0.0,0.0,0.0
2.0,2.0,4.917969,0.060976,3714.817139,3838.536621,0.0,0.0,0.0
2.0,2.0,4.913086,3995.85376,3713.902588,3837.804932,0.0,0.0,0.0
2.0,2.0,4.923096,3995.0,3712.256104,3837.561035,0.0,0.0,0.0
2.0,2.0,4.948975,3995.061035,3711.70752,3837.743896,0.0,0.0,0.0
2.0,2.0,4.96582,3994.512207,3710.975586,3837.987793,0.0,0.0,0.0
2.0,2.0,4.983887,3994.634277,3711.463379,3838.231689,0.0,0.0,0.0
2.0,2.0,4.984619,3993.719727,3712.804932,3838.414795,0.0,0.0,0.0
2.0,2.0,4.980469,3993.414795,3713.292725,3838.292725,0.0,0.0,0.0
2.0,2.0,4.976562,3992.683105,3713.414795,3838.170898,0.0,0.0,0.0
2.0,2.0,4.971924,3993.35376,3713.780518,3837.62207,0.0,0.0,0.0
2.0,2.0,4.978027,3994.451416,3713.902588,3837.134277,0.0,0.0,0.0
