0.122070,-0.065918,1.020020,0.000000,-3.719512,6.890244,0.000000.1,0.000000.2,0.000000.3
0.147949,0.077637,1.079102,2.5,39.878048,67.134148,0.0,0.0,0.0
0.144531,0.141602,0.962891,3.292683,35.365856,63.902439,0.0,0.0,0.0
0.155762,0.121582,0.954102,1.402439,27.682928,58.963417,0.0,0.0,0.0
0.160156,0.101562,1.084961,-2.256098,22.134148,56.707317,0.0,0.0,0.0
0.163086,0.063965,1.141113,-8.109756,20.731709,55.304878,0.0,0.0,0.0
0.175293,0.030762,1.161621,-13.658537,23.04878,56.707317,0.0,0.0,0.0
0.194824,0.018555,1.146484,-17.073172,26.341463,59.268295,0.0,0.0,0.0
0.203125,0.044434,1.109863,-20.121952,28.719513,62.92683,0.0,0.0,0.0
0.20459,0.100098,1.047852,-23.414635,29.634148,65.731712,0.0,0.0,0.0
0.200684,0.131348,1.013672,-26.829269,28.536587,66.280487,0.0,0.0,0.0
0.194824,0.16748,1.000977,-28.04878,26.646341,65.487808,0.0,0.0,0.0
0.220215,0.174805,1.036621,-27.073172,25.914635,63.475613,0.0,0.0,0.0
0.213379,0.182617,1.049316,-24.756098,26.890245,61.951221,0.0,0.0,0.0
0.200684,0.201172,1.052734,-21.524391,28.231709,60.243904,0.0,0.0,0.0
0.199707,0.223145,1.052246,-19.87805,30.792685,57.743904,0.0,0.0,0.0
0.188965,0.243652,1.038574,-18.719513,32.439026,54.024391,0.0,0.0,0.0
0.181641,0.243652,1.02002,-17.256098,33.963417,51.036587,0.0,0.0,0.0
0.174316,0.236328,0.992676,-16.829269,35.365856,47.804878,0.0,0.0,0.0
0.169922,0.23584,0.949707,-12.926829,35.487804,44.7561,0.0,0.0,0.0
0.158691,0.231934,0.931152,-11.097561,33.597561,41.829269,0.0,0.0,0.0
0.164062,0.239746,0.907715,-9.45122,31.95122,39.512196,0.0,0.0,0.0
0.154785,0.26416,0.885254,-8.841464,29.146341,36.768295,0.0,0.0,0.0
0.15332,0.28418,0.882812,-7.560976,25.731709,32.743904,0.0,0.0,0.0
0.162109,0.274414,0.881836,-5.914634,23.109756,27.5,0.0,0.0,0.0
0.147461,0.256348,0.879883,-4.02439,20.853659,23.353659,0.0,0.0,0.0
0.13916,0.23877,0.879883,-1.829268,18.719513,18.780489,0.0,0.0,0.0
0.146484,0.208984,0.882324,0.670732,16.707317,14.634147,0.0,0.0,0.0
0.138672,0.174316,0.897949,2.682927,15.182927,12.134147,0.0,0.0,0.0
0.134766,0.159668,0.905762,3.47561,13.536586,10.304878,0.0,0.0,0.0
0.137207,0.148438,0.911621,3.902439,12.743903,9.695122,0.0,0.0,0.0
0.13623,0.129395,0.915527,4.085366,12.012196,8.109756,0.0,0.0,0.0
0.126465,0.115234,0.899414,4.085366,11.890244,6.707317,0.0,0.0,0.0
0.124023,0.119141,0.880859,3.963415,10.426829,6.219512,0.0,0.0,0.0
0.115234,0.11084,0.878418,4.02439,8.231708,3.597561,0.0,0.0,0.0
0.115234,0.10791,0.870117,5.182927,6.95122,1.341463,0.0,0.0,0.0
0.12207,0.082031,0.864258,5.97561,5.792683,-0.914634,0.0,0.0,0.0
0.121094,0.054688,0.867676,7.621952,4.268293,-3.231707,0.0,0.0,0.0
0.120605,0.041992,0.882812,8.109756,2.378049,-4.634146,0.0,0.0,0.0
0.126953,0.022949,0.904297,6.463415,1.036585,-6.219512,0.0,0.0,0.0
0.126953,0.0,0.913574,5.182927,0.365854,-6.95122,0.0,0.0,0.0
0.13623,-0.036133,0.921387,4.634146,-0.304878,-7.439024,0.0,0.0,0.0
0.13916,-0.064453,0.924805,3.780488,-0.243902,-7.195122,0.0,0.0,0.0
0.138672,-0.083008,0.914062,4.02439,-0.182927,-5.853659,0.0,0.0,0.0
0.135254,-0.107422,0.913086,4.207317,-0.792683,-3.719512,0.0,0.0,0.0
0.126953,-0.101562,0.912598,4.085366,-2.317073,-0.182927,0.0,0.0,0.0
0.118164,-0.056641,0.904785,3.04878,-4.085366,3.04878,0.0,0.0,0.0
0.102539,-0.01416,0.903809,2.317073,-5.97561,3.719512,0.0,0.0,0.0
0.096191,0.003906,0.918457,2.012195,-7.804878,2.439024,0.0,0.0,0.0
0.101562,0.020508,0.9375,2.073171,-9.085366,0.304878,0.0,0.0,0.0
0.099121,0.017578,0.955078,2.865854,-9.573171,-1.768293,0.0,0.0,0.0
0.109375,0.001953,0.994141,2.865854,-10.0,-4.02439,0.0,0.0,0.0
0.113281,-0.021973,1.015625,1.95122,-8.719512,-6.219512,0.0,0.0,0.0
0.12207,-0.04248,1.012695,0.304878,-7.317073,-6.341464,0.0,0.0,0.0
0.124512,-0.078125,1.003906,0.060976,-6.341464,-5.487805,0.0,0.0,0.0
0.126465,-0.084961,0.990723,0.731707,-5.97561,-3.780488,0.0,0.0,0.0
0.126465,-0.081055,0.981445,1.036585,-6.097561,-2.378049,0.0,0.0,0.0
0.122559,-0.081543,0.992676,0.060976,-7.5,-0.426829,0.0,0.0,0.0
0.117188,-0.065918,0.985352,-0.304878,-9.207317,0.670732,0.0,0.0,0.0
0.111816,-0.061523,1.007324,-0.792683,-9.878049,1.768293,0.0,0.0,0.0
0.118164,-0.057129,1.036133,1.036585,-8.719512,1.768293,0.0,0.0,0.0
0.116699,-0.046387,1.039062,1.829268,-7.621952,1.585366,0.0,0.0,0.0
0.119629,-0.042969,1.041016,3.04878,-5.853659,1.52439,0.0,0.0,0.0
0.118652,-0.045898,1.040039,3.536585,-5.060976,1.768293,0.0,0.0,0.0
0.115723,-0.043457,1.044434,3.353659,-4.085366,2.5,0.0,0.0,0.0
0.122559,-0.039551,1.036621,2.5,-3.536585,2.987805,0.0,0.0,0.0
0.115234,-0.037598,1.033203,1.768293,-2.804878,3.780488,0.0,0.0,0.0
0.10791,-0.036621,1.032227,2.073171,-2.439024,3.902439,0.0,0.0,0.0
0.100098,-0.02832,1.023438,2.743902,-1.585366,4.573171,0.0,0.0,0.0
0.103027,-0.004883,1.011719,2.378049,-0.792683,4.45122,0.0,0.0,0.0
0.103516,0.01709,0.998535,1.585366,-0.914634,3.231707,0.0,0.0,0.0
0.108887,0.01123,0.996094,1.036585,-1.402439,1.707317,0.0,0.0,0.0
0.10791,0.001465,0.98584,1.158537,-2.073171,1.036585,0.0,0.0,0.0
0.110352,0.004395,0.993652,1.036585,-2.560976,0.0,0.0,0.0,0.0
0.121094,-0.015137,1.0,0.731707,-2.439024,-0.853659,0.0,0.0,0.0
0.122559,-0.029785,1.007324,-0.060976,-2.439024,-0.670732,0.0,0.0,0.0
0.117676,-0.033691,1.009766,-0.426829,-1.707317,-0.426829,0.0,0.0,0.0
0.123535,-0.037598,0.997559,-0.97561,-1.341463,-0.060976,0.0,0.0,0.0
0.122559,-0.049316,0.981445,-0.731707,-1.52439,0.670732,0.0,0.0,0.0
0.132324,-0.042969,0.97998,0.182927,-1.707317,1.219512,0.0,0.0,0.0
0.125977,-0.036621,0.98877,0.731707,-2.134146,1.95122,0.0,0.0,0.0
0.125977,-0.019043,0.994629,1.280488,-2.5,1.646341,0.0,0.0,0.0
0.132812,-0.038086,1.007812,1.341463,-2.134146,1.158537,0.0,0.0,0.0
0.144531,-0.041504,1.003906,0.121951,-1.707317,1.52439,0.0,0.0,0.0
0.140137,-0.044434,0.991211,-0.670732,-2.073171,2.195122,0.0,0.0,0.0
0.134277,-0.045898,1.005859,-0.060976,-2.926829,2.743902,0.0,0.0,0.0
0.138184,-0.055664,1.016113,0.853659,-2.439024,3.231707,0.0,0.0,0.0
0.132812,-0.041504,1.016602,1.097561,-1.036585,4.390244,0.0,0.0,0.0
0.130859,-0.033203,1.006836,0.731707,-0.548781,4.939024,0.0,0.0,0.0
0.124023,-0.023926,0.998535,-0.060976,-0.487805,4.939024,0.0,0.0,0.0
0.127441,-0.021973,0.990234,0.121951,-0.243902,5.243903,0.0,0.0,0.0
0.123047,-0.011719,0.975098,-0.060976,-0.548781,5.0,0.0,0.0,0.0
0.125488,-0.007812,0.978027,-0.060976,-1.219512,4.085366,0.0,0.0,0.0
0.119629,-0.01123,0.987305,0.487805,-1.829268,3.353659,0.0,0.0,0.0
0.129395,-0.017578,0.990234,0.060976,-1.585366,3.170732,0.0,0.0,0.0
0.124023,-0.022461,0.989258,0.0,-1.341463,3.170732,0.0,0.0,0.0
0.130859,-0.026367,0.986328,-0.426829,-1.158537,3.292683,0.0,0.0,0.0
0.127441,-0.026855,0.977051,0.304878,-1.463415,3.902439,0.0,0.0,0.0
0.131348,-0.026855,0.972656,1.52439,-1.585366,3.963415,0.0,0.0,0.0
0.128906,-0.009277,0.974609,2.256098,-2.439024,4.268293,0.0,0.0,0.0
0.130859,-0.013672,0.988281,0.731707,-3.04878,3.841464,0.0,0.0,0.0
0.125977,-0.020508,0.98584,-0.853659,-3.841464,3.353659,0.0,0.0,0.0
0.121094,-0.029297,0.98877,-1.463415,-4.085366,2.804878,0.0,0.0,0.0
0.123047,-0.035645,0.986328,-1.097561,-5.670732,2.073171,0.0,0.0,0.0
0.119141,-0.062988,1.005859,-0.914634,-7.926829,1.280488,0.0,0.0,0.0
0.120605,-0.106445,1.052246,0.121951,-10.426829,1.097561,0.0,0.0,0.0
0.106934,-0.160156,1.096191,-0.426829,-11.829268,3.536585,0.0,0.0,0.0
0.099121,-0.222168,1.094727,1.463415,-12.5,6.463415,0.0,0.0,0.0
0.067383,-0.259766,1.13623,3.04878,-16.95122,11.829268,0.0,0.0,0.0
0.064453,-0.226074,1.255859,3.47561,-21.097561,18.170732,0.0,0.0,0.0
0.072266,-0.213379,1.371582,0.670732,-22.134148,22.012196,0.0,0.0,0.0
0.081055,-0.220215,1.514648,-2.012195,-18.414635,26.341463,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
