2.000000,2.000000.1,4.804443,3.231707,3717.134277,3840.548828,0.000000,0.000000.1,0.000000.2
2.0,2.0,4.802002,2.987805,3716.402588,3840.243896,0.0,0.0,0.0
2.0,2.0,4.805664,2.256098,3713.292725,3839.085449,0.0,0.0,0.0
2.0,2.0,4.8396,0.060976,3711.646484,3839.329346,0.0,0.0,0.0
2.0,2.0,4.851562,3995.85376,3711.890381,3839.085449,0.0,0.0,0.0
2.0,2.0,4.865967,3994.146484,3711.585449,3838.719482,0.0,0.0,0.0
2.0,2.0,4.886475,3992.987793,3711.768311,3838.597656,0.0,0.0,0.0
2.0,2.0,4.903076,3990.792725,3712.804932,3838.048828,0.0,0.0,0.0
2.0,2.0,4.906006,3989.817139,3713.963623,3837.927002,0.0,0.0,0.0
2.0,2.0,4.899414,3989.512207,3714.878174,3836.890381,0.0,0.0,0.0
2.0,2.0,4.88916,3989.573242,3715.304932,3836.219482,0.0,0.0,0.0
2.0,2.0,4.883301,3989.817139,3715.183105,3835.427002,0.0,0.0,0.0
2.0,2.0,4.876709,3990.183105,3715.12207,3835.427002,0.0,0.0,0.0
2.0,2.0,4.882568,3991.097656,3714.573242,3836.097656,0.0,0.0,0.0
2.0,2.0,4.87793,3992.134277,3714.268311,3836.219482,0.0,0.0,0.0
2.0,2.0,4.886963,3991.768311,3713.963623,3835.975586,0.0,0.0,0.0
2.0,2.0,4.890381,3991.219727,3714.146484,3835.243896,0.0,0.0,0.0
2.0,2.0,4.899658,3991.219727,3713.963623,3834.634277,0.0,0.0,0.0
2.0,2.0,4.900879,3991.890381,3714.329346,3834.512207,0.0,0.0,0.0
2.0,2.0,4.903076,3992.865967,3715.061035,3834.756104,0.0,0.0,0.0
2.0,2.0,4.896484,3993.414795,3714.817139,3834.268311,0.0,0.0,0.0
2.0,2.0,4.897461,3992.683105,3715.061035,3834.024414,0.0,0.0,0.0
2.0,2.0,4.890869,3993.109863,3714.817139,3834.512207,0.0,0.0,0.0
2.0,2.0,4.895752,3994.756104,3714.695312,3834.756104,0.0,0.0,0.0
2.0,2.0,4.907227,3995.914795,3714.573242,3835.304932,0.0,0.0,0.0
2.0,2.0,4.904785,0.365854,3715.304932,3835.12207,0.0,0.0,0.0
2.0,2.0,4.892822,1.646341,3715.975586,3835.365967,0.0,0.0,0.0
2.0,2.0,4.887207,3.170732,3715.12207,3835.487793,0.0,0.0,0.0
2.0,2.0,4.883301,5.243903,3714.573242,3835.670898,0.0,0.0,0.0
2.0,2.0,4.883301,10.121951,3714.939209,3835.975586,0.0,0.0,0.0
2.0,2.0,4.867676,12.987805,3714.695312,3836.829346,0.0,0.0,0.0
2.0,2.0,4.901123,14.695123,3714.146484,3838.170898,0.0,0.0,0.0
2.0,2.0,4.907471,14.02439,3714.451416,3838.841553,0.0,0.0,0.0
2.0,2.0,4.918701,13.353659,3715.731689,3838.719482,0.0,0.0,0.0
2.0,2.0,4.897461,15.914635,3717.987793,3839.268311,0.0,0.0,0.0
2.0,2.0,4.889404,12.439025,3717.987793,3838.658691,0.0,0.0,0.0
2.0,2.0,4.861816,8.414635,3717.561035,3836.890381,0.0,0.0,0.0
2.0,2.0,4.862549,5.487805,3716.70752,3835.304932,0.0,0.0,0.0
2.0,2.0,4.866943,4.146341,3716.158691,3834.878174,0.0,0.0,0.0
2.0,2.0,4.876221,5.609756,3716.036621,3835.914795,0.0,0.0,0.0
2.0,2.0,4.879395,7.073171,3716.036621,3836.951416,0.0,0.0,0.0
2.0,2.0,4.862793,7.621952,3715.670898,3837.683105,0.0,0.0,0.0
2.0,2.0,4.875732,6.341464,3715.0,3837.62207,0.0,0.0,0.0
2.0,2.0,4.892822,4.268293,3714.756104,3837.5,0.0,0.0,0.0
2.0,2.0,4.919434,1.097561,3715.609863,3837.256104,0.0,0.0,0.0
2.0,2.0,4.917725,3995.183105,3717.195312,3836.158691,0.0,0.0,0.0
2.0,2.0,4.896973,3994.756104,3718.902588,3835.792725,0.0,0.0,0.0
2.0,2.0,4.881104,3993.536621,3718.780518,3834.939209,0.0,0.0,0.0
2.0,2.0,4.86499,3993.170898,3718.719482,3834.878174,0.0,0.0,0.0
2.0,2.0,4.851074,3993.414795,3718.231689,3835.304932,0.0,0.0,0.0
2.0,2.0,4.850586,3993.963623,3717.195312,3835.731689,0.0,0.0,0.0
2.0,2.0,4.855957,3995.12207,3716.463623,3836.463623,0.0,0.0,0.0
2.0,2.0,4.871826,3995.792725,3715.85376,3836.829346,0.0,0.0,0.0
2.0,2.0,4.873047,3995.548828,3716.341553,3835.731689,0.0,0.0,0.0
2.0,2.0,4.871094,3995.85376,3717.012207,3835.487793,0.0,0.0,0.0
2.0,2.0,4.862061,0.243902,3717.683105,3835.12207,0.0,0.0,0.0
2.0,2.0,4.845703,3995.183105,3717.865967,3834.695312,0.0,0.0,0.0
2.0,2.0,4.820557,3994.085449,3717.378174,3834.634277,0.0,0.0,0.0
2.0,2.0,4.802979,3993.475586,3716.463623,3833.841553,0.0,0.0,0.0
2.0,2.0,4.795166,3993.719727,3714.268311,3833.35376,0.0,0.0,0.0
2.0,2.0,4.802002,3995.183105,3712.317139,3833.048828,0.0,0.0,0.0
2.0,2.0,4.818604,0.304878,3710.731689,3832.865967,0.0,0.0,0.0
2.0,2.0,4.8396,2.378049,3710.548828,3832.561035,0.0,0.0,0.0
2.0,2.0,4.846924,1.219512,3710.731689,3832.683105,0.0,0.0,0.0
2.0,2.0,4.827881,3.780488,3710.85376,3832.62207,0.0,0.0,0.0
2.0,2.0,4.827393,0.0,3710.670898,3832.927002,0.0,0.0,0.0
2.0,2.0,4.807129,3992.987793,3710.487793,3833.475586,0.0,0.0,0.0
2.0,2.0,4.773438,3990.487793,3709.451416,3833.170898,0.0,0.0,0.0
2.0,2.0,4.761963,3989.756104,3707.804932,3831.829346,0.0,0.0,0.0
2.0,2.0,4.746582,3989.756104,3706.341553,3832.62207,0.0,0.0,0.0
2.0,2.0,4.738037,3991.585449,3705.243896,3834.20752,0.0,0.0,0.0
2.0,2.0,4.710205,3991.70752,3704.573242,3836.280518,0.0,0.0,0.0
2.0,2.0,4.676025,3989.451416,3702.683105,3837.865967,0.0,0.0,0.0
2.0,2.0,4.632568,3987.195312,3701.097656,3839.024414,0.0,0.0,0.0
2.0,2.0,4.584717,3984.878174,3697.865967,3840.548828,0.0,0.0,0.0
2.0,2.0,4.535156,3983.292725,3694.878174,3842.317139,0.0,0.0,0.0
2.0,2.0,4.491699,3982.561035,3689.939209,3844.512207,0.0,0.0,0.0
2.0,2.0,4.485596,3981.463623,3684.451416,3845.914795,0.0,0.0,0.0
2.0,2.0,4.512207,3981.036621,3678.536621,3846.158691,0.0,0.0,0.0
2.0,2.0,4.549072,3981.951416,3673.658691,3847.073242,0.0,0.0,0.0
2.0,2.0,4.573486,3981.219727,3671.036621,3847.561035,0.0,0.0,0.0
2.0,2.0,4.559814,3978.658691,3669.024414,3847.683105,0.0,0.0,0.0
2.0,2.0,4.498779,3976.097656,3664.756104,3847.62207,0.0,0.0,0.0
2.0,2.0,4.483887,3977.073242,3659.512207,3848.048828,0.0,0.0,0.0
2.0,2.0,4.486816,3977.378174,3653.414795,3849.20752,0.0,0.0,0.0
2.0,2.0,4.498047,3977.317139,3647.012207,3849.878174,0.0,0.0,0.0
2.0,2.0,4.520752,3977.195312,3639.817139,3850.427002,0.0,0.0,0.0
2.0,2.0,4.558838,3975.304932,3633.048828,3850.0,0.0,0.0,0.0
2.0,2.0,4.621582,3971.951416,3626.890381,3848.414795,0.0,0.0,0.0
2.0,2.0,4.684082,3968.109863,3622.5,3846.402588,0.0,0.0,0.0
2.0,2.0,4.738281,3967.743896,3620.061035,3845.548828,0.0,0.0,0.0
2.0,2.0,4.80127,3967.987793,3617.5,3845.243896,0.0,0.0,0.0
2.0,2.0,4.908203,3964.634277,3616.768311,3843.048828,0.0,0.0,0.0
2.0,2.0,4.963379,3957.561035,3618.963379,3839.085449,0.0,0.0,0.0
2.0,2.0,4.991943,3952.195312,3621.829346,3835.243896,0.0,0.0,0.0
2.0,2.0,4.963135,3946.768311,3625.243896,3831.646484,0.0,0.0,0.0
2.0,2.0,4.926514,3944.268311,3625.304932,3830.487793,0.0,0.0,0.0
2.0,2.0,4.918701,3941.402588,3622.5,3829.024414,0.0,0.0,0.0
2.0,2.0,4.957031,3940.609863,3618.231689,3826.280518,0.0,0.0,0.0
2.0,2.0,1.040039,3941.70752,3614.512207,3823.597656,0.0,0.0,0.0
2.0,2.0,1.120361,3943.35376,3613.292725,3820.914795,0.0,0.0,0.0
2.0,2.0,1.18335,3947.804932,3613.780518,3818.170898,0.0,0.0,0.0
2.0,2.0,1.284668,3952.378174,3616.036621,3815.670898,0.0,0.0,0.0
2.0,2.0,1.359131,3953.231689,3621.158691,3812.256104,0.0,0.0,0.0
2.0,2.0,1.373779,3954.817139,3627.561035,3809.268311,0.0,0.0,0.0
2.0,2.0,1.371582,3955.609863,3634.390381,3805.792725,0.0,0.0,0.0
2.0,2.0,1.377197,3953.292725,3638.963379,3802.561035,0.0,0.0,0.0
2.0,2.0,1.388184,3949.573242,3643.109863,3799.451416,0.0,0.0,0.0
2.0,2.0,1.386719,3947.62207,3647.987793,3796.70752,0.0,0.0,0.0
2.0,2.0,1.355469,3948.475586,3652.134277,3794.817139,0.0,0.0,0.0
2.0,2.0,1.347656,3954.146484,3654.085449,3793.475586,0.0,0.0,0.0
2.0,2.0,1.369629,3960.487793,3655.731689,3791.890381,0.0,0.0,0.0
2.0,2.0,1.425049,3968.902588,3657.987793,3790.183105,0.0,0.0,0.0
2.0,2.0,1.470703,3974.512207,3661.585449,3788.536621,0.0,0.0,0.0
2.0,2.0,1.514648,3978.35376,3665.609863,3787.378174,0.0,0.0,0.0
2.0,2.0,1.560791,3982.62207,3671.768311,3787.012207,0.0,0.0,0.0
