0.102051,0.008789,0.962891,0.000000,-4.329268,2.073171,0.000000.1,0.000000.2,0.000000.3
0.105957,0.023438,0.966797,0.121951,-5.060976,3.292683,0.0,0.0,0.0
0.101074,0.047363,0.980957,0.304878,-5.914634,4.146341,0.0,0.0,0.0
0.102051,0.052734,0.996094,-0.365854,-6.280488,3.658537,0.0,0.0,0.0
0.108887,0.054199,1.0,-1.036585,-6.463415,2.865854,0.0,0.0,0.0
0.108887,0.034668,1.012207,-0.548781,-5.97561,2.195122,0.0,0.0,0.0
0.118164,0.02002,1.02002,0.121951,-5.426829,2.195122,0.0,0.0,0.0
0.114258,-0.004883,1.022949,0.365854,-4.878049,3.719512,0.0,0.0,0.0
0.117676,-0.021973,1.01709,1.158537,-4.146341,5.182927,0.0,0.0,0.0
0.119629,-0.026855,1.015137,2.195122,-3.780488,7.621952,0.0,0.0,0.0
0.109863,-0.027832,1.005371,3.109756,-3.963415,10.609756,0.0,0.0,0.0
0.105957,-0.010254,1.007324,2.682927,-4.45122,12.621951,0.0,0.0,0.0
0.110352,-0.002441,1.012207,2.682927,-5.670732,14.085366,0.0,0.0,0.0
0.096191,0.010742,1.034668,0.121951,-6.768293,15.304878,0.0,0.0,0.0
0.103516,0.028809,1.058594,-0.487805,-7.195122,16.158537,0.0,0.0,0.0
0.107422,0.01709,1.09668,0.365854,-7.073171,15.731708,0.0,0.0,0.0
0.100098,0.007812,1.132324,2.317073,-5.243903,15.609756,0.0,0.0,0.0
0.09082,-0.000488,1.149414,3.597561,-2.317073,16.036585,0.0,0.0,0.0
0.085449,-0.022461,1.147949,4.512195,0.97561,15.792684,0.0,0.0,0.0
0.086426,-0.053223,1.125977,5.0,2.439024,17.134148,0.0,0.0,0.0
0.087891,-0.084473,1.142578,6.585366,2.865854,19.573172,0.0,0.0,0.0
0.087402,-0.102051,1.15918,8.719512,3.780488,23.292683,0.0,0.0,0.0
0.083496,-0.099609,1.195801,11.646341,4.695122,27.37805,0.0,0.0,0.0
0.07959,-0.076172,1.240723,12.439025,6.768293,32.682926,0.0,0.0,0.0
0.071777,-0.045898,1.262207,12.804878,9.695122,36.524391,0.0,0.0,0.0
0.071777,-0.012207,1.281738,12.134147,12.987805,40.243904,0.0,0.0,0.0
0.061035,0.025391,1.302246,11.768293,16.036585,42.92683,0.0,0.0,0.0
0.064453,0.060547,1.321777,12.134147,20.182928,43.597561,0.0,0.0,0.0
0.050293,0.075195,1.324219,11.95122,24.512196,44.207317,0.0,0.0,0.0
0.036621,0.079102,1.337402,12.5,29.45122,44.329269,0.0,0.0,0.0
0.037109,0.094727,1.337891,14.756098,33.902439,44.7561,0.0,0.0,0.0
0.028809,0.115723,1.354004,17.743902,39.146343,45.548782,0.0,0.0,0.0
0.026367,0.13623,1.380371,18.658537,43.536587,46.036587,0.0,0.0,0.0
0.019531,0.163086,1.399414,18.292683,48.780487,46.646343,0.0,0.0,0.0
0.014648,0.198242,1.400391,17.5,55.18293,46.524391,0.0,0.0,0.0
0.01123,0.235352,1.399902,17.012196,60.487804,45.42683,0.0,0.0,0.0
0.030273,0.281738,1.394043,18.04878,65.914635,43.109756,0.0,0.0,0.0
0.023926,0.306641,1.401855,19.207317,71.524391,40.42683,0.0,0.0,0.0
0.03125,0.33252,1.401855,20.792683,77.804878,37.621952,0.0,0.0,0.0
0.039062,0.381836,1.390625,22.682928,84.329269,34.695122,0.0,0.0,0.0
0.035645,0.410645,1.352539,21.280489,91.829269,30.0,0.0,0.0,0.0
0.019043,0.443359,1.299316,19.939024,96.829269,25.609756,0.0,0.0,0.0
0.018555,0.472656,1.270508,17.073172,101.524391,20.42683,0.0,0.0,0.0
0.009766,0.503418,1.216797,14.817074,105.487808,14.756098,0.0,0.0,0.0
0.003906,0.516113,1.135742,11.463415,108.170731,8.04878,0.0,0.0,0.0
0.003418,0.495117,1.08252,11.463415,109.512199,2.195122,0.0,0.0,0.0
0.000977,0.5,1.027344,11.280488,110.060982,-2.743902,0.0,0.0,0.0
-0.007812,0.5,0.991699,11.890244,109.939026,-7.378049,0.0,0.0,0.0
-0.025879,0.510742,0.933105,12.134147,109.024391,-12.256098,0.0,0.0,0.0
-0.029785,0.53418,0.890625,10.182927,107.256104,-17.560976,0.0,0.0,0.0
-0.035645,0.541504,0.854004,10.182927,105.121956,-24.268293,0.0,0.0,0.0
-0.047363,0.503418,0.821777,8.109756,101.768295,-31.036587,0.0,0.0,0.0
-0.045898,0.493652,0.812012,9.756098,100.426834,-35.121952,0.0,0.0,0.0
-0.065918,0.48291,0.788086,9.45122,98.658539,-39.146343,0.0,0.0,0.0
-0.073242,0.497559,0.782715,10.97561,97.439026,-42.92683,0.0,0.0,0.0
-0.068359,0.490234,0.704102,9.756098,95.0,-48.658539,0.0,0.0,0.0
-0.084473,0.476562,0.665527,9.634147,90.243904,-52.195122,0.0,0.0,0.0
-0.088867,0.486328,0.661621,12.012196,85.060974,-56.097561,0.0,0.0,0.0
-0.09082,0.45752,0.663574,9.085366,80.975609,-62.195122,0.0,0.0,0.0
-0.09082,0.428223,0.614258,8.780488,78.048782,-65.548782,0.0,0.0,0.0
-0.099121,0.403809,0.582031,9.390244,72.621956,-67.926834,0.0,0.0,0.0
-0.114258,0.384766,0.585938,8.353659,67.621956,-70.121956,0.0,0.0,0.0
-0.108398,0.370117,0.547363,5.792683,63.780491,-71.890244,0.0,0.0,0.0
-0.129395,0.359863,0.501465,5.0,60.914635,-73.414635,0.0,0.0,0.0
-0.138672,0.34668,0.493652,3.47561,57.987804,-75.304878,0.0,0.0,0.0
-0.161133,0.343262,0.498535,10.914635,45.121952,-76.646347,0.0,0.0,0.0
-0.15918,0.32373,0.504395,11.097561,40.487804,-78.719513,0.0,0.0,0.0
-0.17041,0.313965,0.473145,14.878049,36.890244,-81.341469,0.0,0.0,0.0
-0.183594,0.294922,0.45166,16.341463,31.097561,-84.634148,0.0,0.0,0.0
-0.191895,0.266113,0.43457,18.292683,25.42683,-86.646347,0.0,0.0,0.0
-0.190918,0.237793,0.412598,19.756098,19.146341,-88.109756,0.0,0.0,0.0
-0.208008,0.213867,0.424316,20.975611,11.52439,-88.658539,0.0,0.0,0.0
-0.196777,0.187012,0.410156,20.54878,5.121951,-89.451225,0.0,0.0,0.0
-0.201172,0.171875,0.38623,22.439024,-2.012195,-89.207321,0.0,0.0,0.0
-0.200684,0.149414,0.39502,23.414635,-10.487805,-89.390244,0.0,0.0,0.0
-0.206055,0.130859,0.41748,24.87805,-18.231709,-89.634148,0.0,0.0,0.0
-0.222168,0.103027,0.440918,26.585367,-24.87805,-89.878052,0.0,0.0,0.0
-0.225586,0.079102,0.450684,28.658537,-29.390245,-90.426834,0.0,0.0,0.0
-0.222656,0.063477,0.447266,30.914635,-34.878048,-91.646347,0.0,0.0,0.0
-0.208984,0.036133,0.430176,30.853659,-39.817074,-92.987808,0.0,0.0,0.0
-0.200195,0.003906,0.426758,30.853659,-46.097561,-94.146347,0.0,0.0,0.0
-0.171875,-0.039551,0.416504,29.085367,-52.439026,-95.609756,0.0,0.0,0.0
-0.131348,-0.130859,0.397949,26.341463,-60.670734,-94.451225,0.0,0.0,0.0
-0.088867,-0.19873,0.398438,26.768293,-69.085365,-91.280487,0.0,0.0,0.0
-0.029297,-0.290527,0.381836,26.158537,-77.378052,-85.060974,0.0,0.0,0.0
-0.033691,-0.390625,0.378906,28.04878,-86.524391,-77.865852,0.0,0.0,0.0
-0.056152,-0.514648,0.423828,28.780489,-98.841469,-68.170731,0.0,0.0,0.0
-0.026367,-0.533203,0.468262,30.365854,-109.451225,-54.817074,0.0,0.0,0.0
-0.016602,-0.518555,0.547363,32.621952,-120.18293,-44.451221,0.0,0.0,0.0
-0.013672,-0.509277,0.641602,28.231709,-128.719513,-35.975609,0.0,0.0,0.0
0.01123,-0.462402,0.721191,25.121952,-137.073181,-16.524391,0.0,0.0,0.0
0.028809,-0.415527,0.784668,20.243902,-139.817078,-6.036585,0.0,0.0,0.0
0.047852,-0.347168,0.878418,19.329269,-145.548782,3.292683,0.0,0.0,0.0
0.11084,-0.254883,1.021973,36.707317,-168.414642,19.024391,0.0,0.0,0.0
0.103516,-0.214844,1.109863,19.756098,-146.585373,7.134147,0.0,0.0,0.0
0.09375,-0.162598,1.228516,21.219513,-142.439026,6.95122,0.0,0.0,0.0
0.089355,-0.143066,1.343262,20.121952,-135.36586,4.146341,0.0,0.0,0.0
0.096191,-0.169922,1.418457,17.987804,-124.695122,1.219512,0.0,0.0,0.0
0.102539,-0.25,1.453613,16.768293,-111.402443,-0.609756,0.0,0.0,0.0
0.115723,-0.302246,1.432129,17.92683,-99.024391,1.95122,0.0,0.0,0.0
0.121582,-0.34082,1.395508,19.512196,-88.902443,7.926829,0.0,0.0,0.0
0.116699,-0.340332,1.344238,19.512196,-81.097565,15.304878,0.0,0.0,0.0
0.117676,-0.32666,1.282715,17.256098,-77.073174,24.085367,0.0,0.0,0.0
0.10791,-0.294434,1.274902,13.170732,-76.341469,31.280489,0.0,0.0,0.0
0.112793,-0.250977,1.291016,11.036586,-76.036591,38.353661,0.0,0.0,0.0
0.110352,-0.197266,1.316406,9.207317,-74.268295,43.658539,0.0,0.0,0.0
0.112793,-0.148926,1.350586,8.170732,-70.853661,47.560978,0.0,0.0,0.0
0.093262,-0.091797,1.385742,8.536586,-66.219513,49.329269,0.0,0.0,0.0
0.097168,-0.06543,1.404297,10.0,-59.7561,49.695122,0.0,0.0,0.0
0.098633,-0.028809,1.382812,11.95122,-51.463417,50.182926,0.0,0.0,0.0
0.094238,-0.005859,1.354492,13.597561,-45.914635,51.524391,0.0,0.0,0.0
