0.102051,0.008789,0.962891,0.000000,-4.329268,2.073171,0.000000.1,0.000000.2,0.000000.3
0.088867,0.009277,1.344238,14.02439,-41.829269,52.134148,0.0,0.0,0.0
0.07666,0.032227,1.35498,13.597561,-38.231709,53.475613,0.0,0.0,0.0
0.083496,0.056641,1.356934,12.195122,-34.207317,54.451221,0.0,0.0,0.0
0.071289,0.091797,1.260742,9.085366,-29.085367,54.7561,0.0,0.0,0.0
0.093262,0.07959,1.330566,6.890244,-24.87805,55.609756,0.0,0.0,0.0
0.092285,0.146484,1.274414,2.804878,-21.95122,54.939026,0.0,0.0,0.0
0.098633,0.130371,1.234375,-0.426829,-20.243902,52.378052,0.0,0.0,0.0
0.11084,0.10498,1.235352,0.182927,-18.292683,52.378052,0.0,0.0,0.0
0.119629,0.137695,1.231445,2.195122,-16.280489,51.829269,0.0,0.0,0.0
0.122559,0.13916,1.249023,4.573171,-14.085366,51.890244,0.0,0.0,0.0
0.114746,0.166992,1.277832,8.47561,-9.329268,52.195122,0.0,0.0,0.0
0.102051,0.204102,1.270996,10.426829,-3.231707,52.195122,0.0,0.0,0.0
0.100098,0.249023,1.231445,10.121951,2.317073,50.670734,0.0,0.0,0.0
0.093262,0.273926,1.193848,7.195122,6.280488,48.170734,0.0,0.0,0.0
0.07666,0.271973,1.125,3.231707,9.146341,44.512196,0.0,0.0,0.0
0.080566,0.244629,1.063477,-0.97561,9.390244,40.365856,0.0,0.0,0.0
0.089355,0.217285,1.023438,-3.963415,8.536586,37.317074,0.0,0.0,0.0
0.101074,0.164062,1.018066,-6.707317,7.195122,35.182926,0.0,0.0,0.0
0.123535,0.09668,0.986816,-6.52439,6.402439,36.097561,0.0,0.0,0.0
0.136719,0.062012,0.971191,-1.95122,4.207317,39.207317,0.0,0.0,0.0
0.141113,0.053223,0.999023,0.853659,1.95122,44.085365,0.0,0.0,0.0
0.137695,0.095215,1.05957,5.121951,1.036585,50.548782,0.0,0.0,0.0
0.118652,0.178223,1.089355,2.804878,1.219512,53.719513,0.0,0.0,0.0
0.109863,0.239258,1.110352,-1.219512,2.134146,53.841465,0.0,0.0,0.0
0.102051,0.26416,1.114258,-5.487805,3.841464,52.012196,0.0,0.0,0.0
0.098145,0.277832,1.095215,-9.756098,6.52439,48.536587,0.0,0.0,0.0
0.099609,0.275391,1.06543,-9.573171,8.353659,45.121952,0.0,0.0,0.0
0.107422,0.272949,1.054199,-7.987805,8.841464,40.304878,0.0,0.0,0.0
0.122559,0.241211,1.049805,-5.365854,9.268292,36.219513,0.0,0.0,0.0
0.126953,0.19873,1.061523,-3.231707,9.878049,33.780487,0.0,0.0,0.0
0.143066,0.160645,1.081055,-2.621951,10.304878,33.719513,0.0,0.0,0.0
0.156738,0.15918,1.09375,-1.768293,11.707317,35.0,0.0,0.0,0.0
0.151367,0.169922,1.095703,-2.256098,13.231708,37.07317,0.0,0.0,0.0
0.143066,0.200195,1.094238,-3.414634,15.0,37.621952,0.0,0.0,0.0
0.137695,0.219238,1.074219,-4.878049,17.012196,37.317074,0.0,0.0,0.0
0.12207,0.237793,1.050781,-5.54878,18.658537,36.158539,0.0,0.0,0.0
0.119141,0.258301,1.039551,-5.792683,19.817074,34.268295,0.0,0.0,0.0
0.107422,0.272461,1.027832,-6.158537,20.609756,31.463415,0.0,0.0,0.0
0.104492,0.280762,1.001465,-6.341464,21.707317,29.329269,0.0,0.0,0.0
0.098145,0.280273,0.995117,-3.780488,23.292683,25.42683,0.0,0.0,0.0
0.093262,0.275391,0.96875,-4.146341,24.268293,22.987806,0.0,0.0,0.0
0.080566,0.277832,0.96875,-5.0,23.841463,21.097561,0.0,0.0,0.0
0.094727,0.271973,0.91748,-5.121951,24.695122,18.353659,0.0,0.0,0.0
0.081055,0.26709,0.85791,-6.341464,22.073172,16.829269,0.0,0.0,0.0
0.074707,0.262207,0.862305,-7.134147,17.92683,15.182927,0.0,0.0,0.0
0.07959,0.259766,0.882324,-5.670732,14.756098,12.804878,0.0,0.0,0.0
0.066895,0.261719,0.869141,-5.792683,13.353659,10.426829,0.0,0.0,0.0
0.072754,0.259766,0.853027,-6.768293,10.609756,8.231708,0.0,0.0,0.0
0.061523,0.257812,0.868652,-6.768293,8.231708,6.158537,0.0,0.0,0.0
0.069824,0.219727,0.886719,-7.621952,7.134147,3.597561,0.0,0.0,0.0
0.073242,0.21582,0.869629,-2.926829,6.707317,1.646341,0.0,0.0,0.0
0.074707,0.202148,0.880859,-0.365854,5.426829,-0.121951,0.0,0.0,0.0
0.078613,0.187012,0.889648,2.743902,4.45122,-1.707317,0.0,0.0,0.0
0.084473,0.189453,0.895996,5.487805,3.353659,-3.109756,0.0,0.0,0.0
0.084473,0.169434,0.899414,4.573171,2.317073,-4.085366,0.0,0.0,0.0
0.089355,0.146973,0.897461,3.658537,0.670732,-4.268293,0.0,0.0,0.0
0.092773,0.141113,0.894043,0.914634,-1.52439,-4.02439,0.0,0.0,0.0
0.101562,0.119141,0.898438,-1.646341,-4.268293,-3.658537,0.0,0.0,0.0
0.104492,0.111816,0.929199,-2.378049,-7.073171,-2.621951,0.0,0.0,0.0
0.096191,0.10791,0.947266,-1.890244,-7.682927,-2.195122,0.0,0.0,0.0
0.108887,0.111328,0.956055,0.060976,-7.560976,-2.134146,0.0,0.0,0.0
0.105957,0.118164,0.970215,2.743902,-7.195122,-2.682927,0.0,0.0,0.0
0.103516,0.11084,0.988281,3.780488,-6.768293,-3.414634,0.0,0.0,0.0
0.099609,0.094727,0.984863,3.658537,-5.853659,-3.47561,0.0,0.0,0.0
0.109863,0.084473,0.974121,3.414634,-5.670732,-3.841464,0.0,0.0,0.0
0.108398,0.066895,0.974121,2.926829,-5.670732,-3.353659,0.0,0.0,0.0
0.105957,0.053711,0.973633,3.170732,-6.768293,-1.890244,0.0,0.0,0.0
0.10498,0.069336,0.984863,4.02439,-7.134147,-1.036585,0.0,0.0,0.0
0.104492,0.081055,0.999512,4.390244,-7.560976,-0.548781,0.0,0.0,0.0
0.106445,0.094238,1.01416,5.121951,-7.439024,-1.036585,0.0,0.0,0.0
0.102051,0.088379,1.03125,5.304878,-6.890244,-0.853659,0.0,0.0,0.0
0.10791,0.088379,1.036133,4.939024,-5.731708,-1.219512,0.0,0.0,0.0
0.10791,0.076172,1.038086,3.841464,-4.756098,-1.280488,0.0,0.0,0.0
0.11084,0.071777,1.032227,2.865854,-3.719512,-0.609756,0.0,0.0,0.0
0.096191,0.074707,1.022949,2.378049,-3.04878,0.731707,0.0,0.0,0.0
0.090332,0.081543,1.010254,2.073171,-2.926829,1.097561,0.0,0.0,0.0
0.088379,0.086914,1.00293,1.829268,-2.987805,1.829268,0.0,0.0,0.0
0.085938,0.102051,1.003418,2.012195,-3.109756,1.890244,0.0,0.0,0.0
0.077148,0.112793,1.010742,2.195122,-3.231707,1.463415,0.0,0.0,0.0
0.081543,0.111816,1.023438,2.195122,-3.353659,1.158537,0.0,0.0,0.0
0.074707,0.120605,1.019043,2.256098,-2.5,0.365854,0.0,0.0,0.0
0.075195,0.120605,1.015625,2.378049,-1.463415,-0.914634,0.0,0.0,0.0
0.074219,0.118164,1.01416,2.560976,-0.97561,-1.646341,0.0,0.0,0.0
0.076172,0.10791,1.007324,1.646341,-0.97561,-2.134146,0.0,0.0,0.0
0.083496,0.093262,0.99707,0.243902,-1.097561,-1.890244,0.0,0.0,0.0
0.083984,0.087891,0.991699,-0.426829,-1.402439,-1.158537,0.0,0.0,0.0
0.083984,0.10498,0.998535,-0.914634,-2.195122,-0.426829,0.0,0.0,0.0
0.078125,0.126465,1.003906,-0.914634,-2.743902,0.121951,0.0,0.0,0.0
0.083008,0.138184,1.014648,-1.036585,-2.560976,-1.036585,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
