0.014160,0.358887,0.897949,0.000000,2.439024,-0.548781,0.000000.1,0.000000.2,0.000000.3
0.104004,0.332031,0.828125,-5.853659,0.182927,-0.670732,0.0,0.0,0.0
0.100586,0.355469,0.862305,-4.329268,-2.195122,-1.097561,0.0,0.0,0.0
0.09375,0.338867,0.925293,-5.060976,-4.329268,-2.134146,0.0,0.0,0.0
0.089844,0.298828,0.974121,-5.426829,-4.268293,-2.317073,0.0,0.0,0.0
0.101074,0.280762,0.983398,-4.634146,-1.219512,-0.914634,0.0,0.0,0.0
0.105469,0.359863,0.939941,-6.52439,0.121951,-0.304878,0.0,0.0,0.0
0.100586,0.356445,0.922363,-9.085366,-1.646341,-2.865854,0.0,0.0,0.0
0.088867,0.291992,0.965332,-6.890244,-3.292683,-3.841464,0.0,0.0,0.0
0.089355,0.25,0.979004,-2.012195,-2.317073,-2.743902,0.0,0.0,0.0
0.105957,0.269531,0.969238,3.109756,-1.219512,-0.365854,0.0,0.0,0.0
0.104004,0.327637,0.924316,0.487805,-1.341463,0.731707,0.0,0.0,0.0
0.085449,0.331055,0.902344,-3.536585,-4.634146,-0.731707,0.0,0.0,0.0
0.081055,0.290039,0.96875,-2.682927,-6.280488,-1.097561,0.0,0.0,0.0
0.071777,0.273438,1.004883,0.243902,-5.182927,0.182927,0.0,0.0,0.0
0.076172,0.30127,1.001953,2.5,-2.865854,1.280488,0.0,0.0,0.0
0.085449,0.36084,0.948242,-1.158537,-1.890244,1.158537,0.0,0.0,0.0
0.078613,0.358887,0.933105,-4.390244,-3.536585,-1.097561,0.0,0.0,0.0
0.065918,0.300781,0.983887,-2.621951,-3.841464,-2.317073,0.0,0.0,0.0
0.063965,0.277344,0.989258,2.134146,-1.768293,-1.402439,0.0,0.0,0.0
0.082031,0.290039,0.960449,4.146341,-0.853659,-0.731707,0.0,0.0,0.0
0.077637,0.325195,0.924805,1.219512,-1.036585,-0.487805,0.0,0.0,0.0
0.078125,0.310547,0.918457,-2.317073,-3.292683,-1.341463,0.0,0.0,0.0
0.064941,0.27832,0.95166,-1.95122,-4.207317,-1.707317,0.0,0.0,0.0
0.071777,0.265625,0.974121,0.487805,-3.231707,-0.304878,0.0,0.0,0.0
0.083496,0.291504,0.951172,1.890244,-2.439024,1.097561,0.0,0.0,0.0
0.078125,0.333008,0.943359,-0.121951,-2.926829,1.097561,0.0,0.0,0.0
0.069336,0.325195,0.986816,-1.829268,-3.47561,-0.243902,0.0,0.0,0.0
0.069336,0.29834,1.004395,-0.792683,-1.219512,-0.548781,0.0,0.0,0.0
0.084473,0.295898,0.971191,0.548781,1.463415,-0.426829,0.0,0.0,0.0
0.072266,0.324707,0.897461,-1.036585,1.463415,-0.670732,0.0,0.0,0.0
0.078125,0.310059,0.890625,-2.743902,-0.792683,-1.707317,0.0,0.0,0.0
0.066895,0.272461,0.918945,-2.195122,-2.5,-2.012195,0.0,0.0,0.0
0.080078,0.274902,0.927246,-0.670732,-2.439024,-1.158537,0.0,0.0,0.0
0.067383,0.301758,0.897461,-1.036585,-3.597561,-0.914634,0.0,0.0,0.0
0.071777,0.283691,0.928711,-1.52439,-5.182927,-1.463415,0.0,0.0,0.0
0.067383,0.262695,0.949219,-1.95122,-4.756098,-1.158537,0.0,0.0,0.0
0.071289,0.259277,0.960449,-0.97561,-4.207317,-0.304878,0.0,0.0,0.0
0.07959,0.263184,0.978516,-0.853659,-2.926829,0.548781,0.0,0.0,0.0
0.084473,0.272461,0.979492,-2.865854,-1.646341,0.792683,0.0,0.0,0.0
0.09082,0.285645,0.944336,-5.365854,-0.182927,1.036585,0.0,0.0,0.0
0.085449,0.273438,0.924805,-5.54878,-0.365854,0.670732,0.0,0.0,0.0
0.092773,0.275391,0.922852,-3.841464,-0.792683,0.609756,0.0,0.0,0.0
0.097168,0.279297,0.907227,-2.256098,-1.890244,0.914634,0.0,0.0,0.0
0.101074,0.278809,0.896484,-1.341463,-3.597561,0.487805,0.0,0.0,0.0
0.09082,0.268066,0.924805,-0.609756,-5.426829,0.731707,0.0,0.0,0.0
0.094238,0.26709,0.954102,-0.365854,-5.487805,2.012195,0.0,0.0,0.0
0.085938,0.296387,0.960449,-0.609756,-4.878049,3.231707,0.0,0.0,0.0
0.089844,0.319824,0.970703,-2.439024,-5.0,3.04878,0.0,0.0,0.0
0.085449,0.311035,0.995605,-4.695122,-4.02439,2.560976,0.0,0.0,0.0
0.094727,0.336426,0.989258,-5.609756,-2.317073,3.170732,0.0,0.0,0.0
0.083984,0.352539,0.951172,-5.853659,-2.012195,1.280488,0.0,0.0,0.0
0.099121,0.342285,0.962402,-4.45122,-2.621951,0.304878,0.0,0.0,0.0
0.085938,0.347656,0.959961,-2.743902,-2.865854,-0.731707,0.0,0.0,0.0
0.092285,0.320801,0.978027,-0.97561,-3.170732,-1.646341,0.0,0.0,0.0
0.095215,0.326172,0.989258,-0.670732,-3.231707,-1.463415,0.0,0.0,0.0
0.095703,0.32959,0.987305,-1.402439,-2.804878,-2.317073,0.0,0.0,0.0
0.099121,0.306641,1.007324,-0.914634,-2.743902,-2.378049,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
