2.000000,2.000000.1,4.916016,3959.573242,3932.256104,3850.853760,0.000000,0.000000.1,0.000000.2
2.0,2.0,4.894043,3964.024414,3930.12207,3852.439209,0.0,0.0,0.0
2.0,2.0,4.900635,3966.890381,3927.073242,3854.268311,0.0,0.0,0.0
2.0,2.0,4.925537,3967.317139,3924.573242,3855.0,0.0,0.0,0.0
2.0,2.0,4.940918,3967.134277,3923.902588,3855.85376,0.0,0.0,0.0
2.0,2.0,4.951172,3966.402588,3923.597656,3856.646484,0.0,0.0,0.0
2.0,2.0,4.96875,3964.573242,3923.414795,3857.195312,0.0,0.0,0.0
2.0,2.0,4.999512,3962.317139,3924.573242,3857.378174,0.0,0.0,0.0
2.0,2.0,4.994873,3960.792725,3926.402588,3857.073242,0.0,0.0,0.0
2.0,2.0,4.961426,3960.792725,3928.414795,3857.927002,0.0,0.0,0.0
2.0,2.0,4.936279,3960.548828,3927.987793,3858.780518,0.0,0.0,0.0
2.0,2.0,4.942383,3959.634277,3927.073242,3859.512207,0.0,0.0,0.0
2.0,2.0,4.948975,3959.512207,3926.890381,3859.939209,0.0,0.0,0.0
2.0,2.0,4.93042,3959.573242,3927.134277,3861.280518,0.0,0.0,0.0
2.0,2.0,4.914307,3959.268311,3925.914795,3861.585449,0.0,0.0,0.0
2.0,2.0,4.935303,3958.902588,3923.963623,3861.585449,0.0,0.0,0.0
2.0,2.0,4.959717,3958.536621,3923.231689,3861.585449,0.0,0.0,0.0
2.0,2.0,4.968018,3959.268311,3923.475586,3862.62207,0.0,0.0,0.0
2.0,2.0,4.976074,3959.20752,3923.597656,3863.597656,0.0,0.0,0.0
2.0,2.0,1.01001,3957.5,3923.902588,3863.170898,0.0,0.0,0.0
2.0,2.0,1.022705,3956.829346,3925.914795,3862.683105,0.0,0.0,0.0
2.0,2.0,1.006592,3956.890381,3928.780518,3863.414795,0.0,0.0,0.0
2.0,2.0,4.973389,3956.585449,3930.243896,3864.573242,0.0,0.0,0.0
2.0,2.0,4.95166,3955.427002,3930.183105,3865.0,0.0,0.0,0.0
2.0,2.0,4.933594,3954.634277,3929.573242,3865.975586,0.0,0.0,0.0
2.0,2.0,4.921143,3954.20752,3928.231689,3867.073242,0.0,0.0,0.0
2.0,2.0,4.91333,3954.756104,3926.097656,3868.048828,0.0,0.0,0.0
2.0,2.0,4.935059,3956.585449,3924.20752,3868.841553,0.0,0.0,0.0
2.0,2.0,4.963867,3957.927002,3923.170898,3870.243896,0.0,0.0,0.0
2.0,2.0,4.973389,3958.170898,3923.414795,3871.341553,0.0,0.0,0.0
2.0,2.0,4.972168,3958.048828,3923.597656,3872.012207,0.0,0.0,0.0
2.0,2.0,4.976807,3957.134277,3923.719482,3872.256104,0.0,0.0,0.0
2.0,2.0,4.990723,3956.70752,3923.475586,3872.317139,0.0,0.0,0.0
2.0,2.0,4.992188,3956.524414,3924.268311,3872.561035,0.0,0.0,0.0
2.0,2.0,4.978271,3956.646484,3924.817139,3872.561035,0.0,0.0,0.0
2.0,2.0,4.9729,3957.073242,3924.634277,3872.804932,0.0,0.0,0.0
2.0,2.0,4.968506,3957.683105,3924.20752,3873.048828,0.0,0.0,0.0
2.0,2.0,4.967285,3957.195312,3924.329346,3873.841553,0.0,0.0,0.0
2.0,2.0,4.94751,3957.134277,3924.268311,3874.756104,0.0,0.0,0.0
2.0,2.0,4.929688,3956.463623,3923.841553,3875.731689,0.0,0.0,0.0
2.0,2.0,4.920654,3956.097656,3922.073242,3877.256104,0.0,0.0,0.0
2.0,2.0,4.917725,3955.365967,3920.975586,3878.231689,0.0,0.0,0.0
2.0,2.0,4.903809,3954.573242,3919.512207,3879.268311,0.0,0.0,0.0
2.0,2.0,4.893555,3953.109863,3918.414795,3880.183105,0.0,0.0,0.0
2.0,2.0,4.897705,3952.987793,3916.341553,3880.0,0.0,0.0,0.0
2.0,2.0,4.911865,3953.35376,3914.634277,3880.548828,0.0,0.0,0.0
2.0,2.0,4.939697,3953.231689,3914.085449,3880.85376,0.0,0.0,0.0
2.0,2.0,4.938232,3950.975586,3915.304932,3880.670898,0.0,0.0,0.0
2.0,2.0,4.928223,3948.292725,3916.585449,3880.670898,0.0,0.0,0.0
2.0,2.0,4.890869,3945.427002,3917.317139,3881.585449,0.0,0.0,0.0
2.0,2.0,4.844238,3943.841553,3916.036621,3881.829346,0.0,0.0,0.0
2.0,2.0,4.817139,3943.292725,3913.048828,3882.134277,0.0,0.0,0.0
2.0,2.0,4.823242,3946.70752,3906.646484,3883.109863,0.0,0.0,0.0
2.0,2.0,4.851074,3950.427002,3903.414795,3884.512207,0.0,0.0,0.0
2.0,2.0,4.896729,3955.243896,3899.695312,3886.768311,0.0,0.0,0.0
2.0,2.0,4.928467,3960.12207,3896.951416,3888.475586,0.0,0.0,0.0
2.0,2.0,4.958984,3963.292725,3894.573242,3889.390381,0.0,0.0,0.0
2.0,2.0,1.018555,3964.268311,3892.439209,3889.390381,0.0,0.0,0.0
2.0,2.0,1.080811,3964.695312,3891.402588,3888.475586,0.0,0.0,0.0
2.0,2.0,1.129395,3964.390381,3892.256104,3886.341553,0.0,0.0,0.0
2.0,2.0,1.161865,3967.378174,3893.780518,3884.20752,0.0,0.0,0.0
