2.000000,2.000000.1,4.814209,3984.695312,3688.597656,3840.609863,0.000000,0.000000.1,0.000000.2
2.0,2.0,4.849365,3988.475586,3686.097656,3839.085449,0.0,0.0,0.0
2.0,2.0,4.889404,3991.646484,3684.695312,3838.719482,0.0,0.0,0.0
2.0,2.0,4.953613,3994.939209,3684.268311,3838.170898,0.0,0.0,0.0
2.0,2.0,1.017822,3995.548828,3685.12207,3837.683105,0.0,0.0,0.0
2.0,2.0,1.05835,3994.390381,3689.451416,3837.317139,0.0,0.0,0.0
2.0,2.0,1.057861,3991.097656,3693.963379,3835.975586,0.0,0.0,0.0
2.0,2.0,1.046875,3985.975586,3696.585449,3833.475586,0.0,0.0,0.0
2.0,2.0,1.03833,3982.743896,3699.20752,3831.890381,0.0,0.0,0.0
2.0,2.0,1.026367,3985.487793,3702.378174,3832.683105,0.0,0.0,0.0
2.0,2.0,1.002686,3987.865967,3704.512207,3831.768311,0.0,0.0,0.0
2.0,2.0,4.988525,3989.634277,3704.939209,3830.975586,0.0,0.0,0.0
2.0,2.0,4.97876,3992.5,3705.243896,3831.158691,0.0,0.0,0.0
2.0,2.0,4.961914,3994.939209,3705.365967,3830.609863,0.0,0.0,0.0
2.0,2.0,4.986572,3995.427002,3704.939209,3829.634277,0.0,0.0,0.0
2.0,2.0,1.009521,3994.573242,3706.341553,3829.024414,0.0,0.0,0.0
2.0,2.0,1.008789,3994.146484,3708.597656,3830.243896,0.0,0.0,0.0
2.0,2.0,4.979248,3993.719727,3710.85376,3831.036621,0.0,0.0,0.0
2.0,2.0,4.961426,3991.951416,3712.134277,3831.219482,0.0,0.0,0.0
2.0,2.0,4.960693,3991.402588,3712.683105,3832.5,0.0,0.0,0.0
2.0,2.0,4.953857,3992.865967,3714.573242,3834.146484,0.0,0.0,0.0
2.0,2.0,4.939941,3993.536621,3716.158691,3834.024414,0.0,0.0,0.0
2.0,2.0,4.925293,3992.62207,3717.012207,3832.439209,0.0,0.0,0.0
2.0,2.0,4.916016,3992.865967,3717.62207,3832.073242,0.0,0.0,0.0
2.0,2.0,4.881592,3994.146484,3718.963623,3832.865967,0.0,0.0,0.0
2.0,2.0,4.818604,3994.329346,3719.329346,3833.292725,0.0,0.0,0.0
2.0,2.0,4.782959,3994.634277,3715.914795,3832.439209,0.0,0.0,0.0
2.0,2.0,4.811279,3995.85376,3712.195312,3833.231689,0.0,0.0,0.0
2.0,2.0,4.852295,2.012195,3711.036621,3835.427002,0.0,0.0,0.0
2.0,2.0,4.872314,2.560976,3710.914795,3836.219482,0.0,0.0,0.0
2.0,2.0,4.898682,3996.036621,3710.914795,3836.70752,0.0,0.0,0.0
2.0,2.0,4.920654,3993.597656,3712.134277,3838.414795,0.0,0.0,0.0
2.0,2.0,4.9104,3992.804932,3714.20752,3839.878174,0.0,0.0,0.0
2.0,2.0,4.885742,3990.12207,3715.243896,3839.268311,0.0,0.0,0.0
2.0,2.0,4.893799,3989.268311,3714.817139,3837.865967,0.0,0.0,0.0
2.0,2.0,4.896484,3990.304932,3715.061035,3837.256104,0.0,0.0,0.0
2.0,2.0,4.88208,3994.695312,3715.914795,3836.585449,0.0,0.0,0.0
2.0,2.0,4.870361,0.670732,3716.036621,3836.951416,0.0,0.0,0.0
2.0,2.0,4.849609,1.036585,3715.304932,3837.743896,0.0,0.0,0.0
2.0,2.0,4.841797,3996.036621,3713.414795,3837.073242,0.0,0.0,0.0
2.0,2.0,4.883057,3995.487793,3711.646484,3836.70752,0.0,0.0,0.0
2.0,2.0,4.907715,3994.634277,3711.585449,3837.743896,0.0,0.0,0.0
2.0,2.0,4.918213,3994.939209,3712.5,3837.804932,0.0,0.0,0.0
2.0,2.0,4.920654,3995.0,3713.475586,3837.683105,0.0,0.0,0.0
2.0,2.0,4.925781,3993.597656,3714.695312,3837.5,0.0,0.0,0.0
2.0,2.0,4.898682,3992.378174,3715.731689,3836.585449,0.0,0.0,0.0
2.0,2.0,4.879395,3992.378174,3715.487793,3835.12207,0.0,0.0,0.0
2.0,2.0,4.886475,3993.963623,3715.0,3834.878174,0.0,0.0,0.0
2.0,2.0,4.889648,0.731707,3714.512207,3835.304932,0.0,0.0,0.0
2.0,2.0,4.897461,2.195122,3714.573242,3835.609863,0.0,0.0,0.0
2.0,2.0,4.89917,1.280488,3714.512207,3835.365967,0.0,0.0,0.0
2.0,2.0,4.900879,0.0,3715.243896,3834.268311,0.0,0.0,0.0
2.0,2.0,4.89624,3995.183105,3716.158691,3834.451416,0.0,0.0,0.0
2.0,2.0,4.885742,3995.670898,3716.951416,3834.512207,0.0,0.0,0.0
2.0,2.0,4.879883,1.036585,3717.378174,3834.634277,0.0,0.0,0.0
2.0,2.0,4.894043,3.414634,3718.170898,3833.902588,0.0,0.0,0.0
2.0,2.0,4.895996,3.597561,3718.719482,3831.402588,0.0,0.0,0.0
2.0,2.0,4.890869,2.926829,3719.085449,3826.951416,0.0,0.0,0.0
2.0,2.0,4.879883,3.292683,3718.658691,3824.573242,0.0,0.0,0.0
2.0,2.0,4.874268,2.865854,3718.719482,3823.536621,0.0,0.0,0.0
2.0,2.0,4.849121,1.768293,3718.414795,3824.451416,0.0,0.0,0.0
2.0,2.0,4.806396,0.792683,3717.987793,3825.914795,0.0,0.0,0.0
2.0,2.0,4.776123,3995.731689,3716.036621,3828.719482,0.0,0.0,0.0
2.0,2.0,4.765869,3995.061035,3712.865967,3832.134277,0.0,0.0,0.0
2.0,2.0,4.777832,3994.756104,3710.304932,3835.427002,0.0,0.0,0.0
2.0,2.0,4.784668,3994.329346,3708.719482,3837.256104,0.0,0.0,0.0
2.0,2.0,4.794434,3992.987793,3707.865967,3838.475586,0.0,0.0,0.0
2.0,2.0,4.748047,3989.329346,3707.012207,3837.927002,0.0,0.0,0.0
2.0,2.0,4.71582,3987.561035,3705.12207,3836.524414,0.0,0.0,0.0
2.0,2.0,4.665771,3987.743896,3702.62207,3835.427002,0.0,0.0,0.0
2.0,2.0,4.625244,3990.12207,3698.170898,3835.183105,0.0,0.0,0.0
2.0,2.0,4.61499,1.52439,3692.134277,3836.219482,0.0,0.0,0.0
2.0,2.0,4.63208,7.926829,3687.561035,3837.743896,0.0,0.0,0.0
2.0,2.0,4.661621,9.695122,3683.841553,3838.048828,0.0,0.0,0.0
2.0,2.0,4.672852,10.365854,3682.012207,3838.841553,0.0,0.0,0.0
2.0,2.0,4.658447,4.146341,3680.365967,3839.512207,0.0,0.0,0.0
2.0,2.0,4.596924,1.463415,3679.756104,3838.35376,0.0,0.0,0.0
2.0,2.0,4.556885,3992.5,3677.865967,3838.109863,0.0,0.0,0.0
2.0,2.0,4.523438,3989.024414,3674.634277,3837.256104,0.0,0.0,0.0
2.0,2.0,4.500977,3984.268311,3668.963379,3835.061035,0.0,0.0,0.0
2.0,2.0,4.471924,3982.62207,3663.719482,3833.292725,0.0,0.0,0.0
2.0,2.0,4.466309,3980.731689,3656.890381,3832.256104,0.0,0.0,0.0
2.0,2.0,4.480713,3978.170898,3649.695312,3831.951416,0.0,0.0,0.0
2.0,2.0,4.522705,3977.134277,3642.683105,3832.865967,0.0,0.0,0.0
2.0,2.0,4.602051,3978.475586,3638.170898,3836.402588,0.0,0.0,0.0
2.0,2.0,4.682861,3979.085449,3636.646484,3840.792725,0.0,0.0,0.0
2.0,2.0,4.780762,3975.670898,3636.646484,3842.804932,0.0,0.0,0.0
2.0,2.0,4.874756,3966.646484,3640.0,3843.841553,0.0,0.0,0.0
2.0,2.0,4.88208,3962.439209,3643.902588,3842.317139,0.0,0.0,0.0
2.0,2.0,4.854492,3957.743896,3647.743896,3840.85376,0.0,0.0,0.0
2.0,2.0,4.824219,3954.634277,3648.780518,3841.524414,0.0,0.0,0.0
2.0,2.0,4.800781,3954.695312,3647.439209,3842.134277,0.0,0.0,0.0
2.0,2.0,4.800049,3958.292725,3642.987793,3843.109863,0.0,0.0,0.0
2.0,2.0,4.857422,3960.12207,3637.987793,3844.695312,0.0,0.0,0.0
2.0,2.0,4.966064,3959.939209,3633.902588,3844.756104,0.0,0.0,0.0
2.0,2.0,1.063965,3958.963623,3632.865967,3845.243896,0.0,0.0,0.0
2.0,2.0,1.129883,3958.841553,3635.914795,3846.341553,0.0,0.0,0.0
2.0,2.0,1.212158,3962.195312,3639.20752,3848.35376,0.0,0.0,0.0
2.0,2.0,1.302979,3962.987793,3643.658691,3851.402588,0.0,0.0,0.0
2.0,2.0,1.359131,3961.402588,3650.427002,3854.817139,0.0,0.0,0.0
2.0,2.0,1.375977,3960.548828,3656.219482,3857.5,0.0,0.0,0.0
2.0,2.0,1.385254,3957.683105,3662.195312,3861.280518,0.0,0.0,0.0
2.0,2.0,1.349365,3951.70752,3667.62207,3863.292725,0.0,0.0,0.0
2.0,2.0,1.299805,3947.743896,3671.951416,3863.048828,0.0,0.0,0.0
2.0,2.0,1.236084,3946.219482,3675.12207,3862.378174,0.0,0.0,0.0
2.0,2.0,1.161377,3951.402588,3674.695312,3864.390381,0.0,0.0,0.0
2.0,2.0,1.193359,3963.292725,3670.975586,3867.987793,0.0,0.0,0.0
2.0,2.0,1.318848,3969.451416,3668.170898,3873.048828,0.0,0.0,0.0
2.0,2.0,1.453125,3973.414795,3670.243896,3876.280518,0.0,0.0,0.0
2.0,2.0,1.531006,3975.914795,3676.219482,3879.268311,0.0,0.0,0.0
2.0,2.0,1.537109,3973.719727,3687.62207,3880.548828,0.0,0.0,0.0
2.0,2.0,1.414307,3967.195312,3696.70752,3878.719482,0.0,0.0,0.0
2.0,2.0,1.234863,3956.280518,3698.963379,3872.743896,0.0,0.0,0.0
2.0,2.0,1.130859,3945.914795,3695.975586,3867.012207,0.0,0.0,0.0
2.0,2.0,1.043701,3944.451416,3688.231689,3862.743896,0.0,0.0,0.0
2.0,2.0,1.080566,3948.902588,3678.170898,3858.536621,0.0,0.0,0.0
2.0,2.0,1.181396,3955.487793,3671.951416,3856.219482,0.0,0.0,0.0
2.0,2.0,1.22168,3971.036621,3671.158691,3859.390381,0.0,0.0,0.0
