acc_X,acc_Y,acc_Z,digit
1033,-56,5074,1
1029,-7,5117,1
1052,111,5317,1
1052,111,5317,1
1073,137,5551,1
1078,57,5515,1
1055,-197,5462,1
1064,-388,5261,1
1008,-346,4968,1
936,-516,4649,1
799,-640,4518,1
769,-304,4426,1
728,-235,4288,1
624,-771,4304,1
519,-991,4154,1
403,-788,3741,1
288,-663,3580,1
223,-653,3745,1
128,-763,3670,1
36,-758,3415,1
-65,-705,3146,1
-234,-970,2924,1
-335,-957,2829,1
-327,-757,2997,1
-381,-1021,2920,1
-402,-1049,2977,1
-415,-819,2890,1
-512,-887,2611,1
-589,-1045,2496,1
-648,-1081,2262,1
-704,-1136,2130,1
-737,-1172,2201,1
-755,-1096,2243,1
-753,-1124,2150,1
-714,-1059,2159,1
-690,-1121,2274,1
-714,-1273,2115,1
-674,-1086,2017,1
-609,-927,2175,1
-589,-1045,2316,1
-541,-888,2372,1
-488,-701,2442,1
-459,-792,2598,1
-431,-895,2726,1
-438,-850,2714,1
-455,-624,2690,1
-451,-531,2641,1
-424,-801,2673,1
-392,-985,2770,1
-357,-840,2642,1
-269,-411,2561,1
-190,-54,2675,1
-137,-132,2846,1
-61,-311,3282,1
-47,-331,3614,1
-149,-430,3380,1
-300,-684,2912,1
-328,-695,2715,1
-251,-479,2806,1
-128,-255,3107,1
18,-5,3422,1
127,-66,3691,1
187,-410,3950,1
135,-875,3765,1
186,-890,3546,1
346,-308,3696,1
493,278,4143,1
646,454,4653,1
752,625,4782,1
781,235,5077,1
660,-392,4967,1
274,-1588,2664,1
286,-1365,2061,1
463,-898,2471,1
729,-390,3495,1
952,219,4353,1
1040,460,4351,1
1026,196,4198,1
1026,196,4198,1
1037,-79,4389,1
1020,-212,4128,1
1049,-255,3729,1
1143,-104,3855,1
1249,105,4171,1
1330,320,4510,1
1369,338,4682,1
1350,56,4866,1
1373,-288,4714,1
1381,-354,4459,1
1495,-495,4673,1
1659,-551,4743,1
1967,-24,5324,1
2007,-116,5452,1
2024,-90,5344,1
2054,-36,5321,1
2059,-42,5407,1
2094,94,5228,1
2119,158,5263,1
2129,-158,5547,1
2116,-59,5412,1
2039,99,5044,1
1941,-135,4879,1
1887,-259,4770,1
1875,-3,4720,1
1835,104,4656,1
1768,-44,4588,1
1757,-192,4595,1
1762,-206,4320,1
1626,-282,3931,1
1584,-440,3984,1
1564,-373,3884,1
1574,-278,3869,1
1576,-365,3945,1
1658,-159,3998,1
1625,65,3777,1
1596,-21,3789,1
1600,-269,3868,1
1608,-313,3863,1
1660,-258,3968,1
1672,-268,3934,1
1657,-258,3896,1
1696,-431,4128,1
1712,-348,3946,1
1685,-280,3868,1
1640,-452,3906,1
1627,-507,3707,1
1602,-484,3604,1
1597,-484,3823,1
1623,-379,3817,1
1564,-229,3530,1
1572,-177,3552,1
1572,-348,3795,1
1533,-331,3829,1
1508,-132,3598,1
1450,-238,3423,1
1429,-452,3453,1
1454,-463,3608,1
1474,-368,3677,1
1474,-271,3682,1
1485,-273,3748,1
1485,-422,3790,1
1479,-578,3791,1
1467,-547,3802,1
1464,-441,3764,1
1488,-319,3795,1
1501,-222,3811,1
1464,-265,3710,1
1424,-379,3648,1
1450,-350,3664,1
1440,-328,3838,1
1450,-410,3830,1
1469,-442,3778,1
1463,-494,3786,1
1486,-543,3858,1
1506,-556,3904,1
1510,-499,3973,1
1499,-323,3915,1
1459,-182,3668,1
1451,-314,3640,1
1441,-546,3740,1
1378,-834,3729,1
1354,-821,3625,1
1341,-637,3601,1
1333,-631,3607,1
1310,-653,3537,1
1325,-628,3572,1
1361,-599,3746,1
1390,-657,3900,1
1420,-731,4001,1
1438,-503,3916,1
1451,-234,3616,1
1407,-342,3691,1
1443,-700,3912,1
1414,-915,4008,1
1434,-811,3969,1
1472,-687,4031,1
1481,-671,4035,1
1488,-581,4070,1
1321,-678,3667,1
1349,-709,3461,1
1359,-735,3689,1
1363,-868,3666,1
1341,-946,3427,1
1380,-964,3498,1
1401,-895,3680,1
1443,-767,3907,1
1433,-819,4278,1
1407,-589,3954,1
1367,-388,3848,1
1333,-425,3724,1
1255,-603,3473,1
1214,-802,3408,1
1249,-829,3389,1
1332,-733,3477,1
1399,-681,3580,1
1439,-771,3848,1
1070,327,6148,1
1069,447,5904,1
998,662,5631,1
961,622,5436,1
956,352,5545,1
917,71,5662,1
884,-15,5713,1
908,180,5776,1
991,458,5875,1
992,529,5865,1
931,390,5581,1
845,45,5418,1
722,-376,5194,1
632,-458,4698,1
527,-291,4382,1
427,-280,4150,1
307,-685,3952,1
237,-1013,3941,1
126,-1077,3924,1
-22,-1185,3562,1
-176,-1075,3126,1
-354,-835,2673,1
-465,-779,2427,1
-636,-1490,2686,1
-676,-1792,2771,1
-701,-1831,2789,1
-748,-1843,2609,1
-791,-1870,2338,1
-832,-1648,2168,1
-956,-1342,1919,1
-1087,-1279,1505,1
-1138,-1497,1621,1
-1085,-1690,2066,1
-1054,-1653,2332,1
-1040,-1393,2450,1
-1063,-1113,2418,1
-1139,-1096,2324,1
-1168,-1200,2168,1
-1234,-1135,1909,1
-1347,-807,1517,1
-1466,-754,1283,1
-1479,-1049,1407,1
-1417,-1151,1718,1
-1312,-870,1842,1
-1250,-719,1627,1
-1229,-788,1430,1
-1216,-806,1287,1
-1097,-937,1333,1
-916,-1218,1635,1
-755,-1269,1965,1
-572,-1003,2199,1
-455,-449,2128,1
-370,-13,2041,1
-202,-96,2506,1
28,-567,3462,1
185,-836,4072,1
140,-978,4098,1
-39,-1047,3444,1
-176,-678,2692,1
-185,-121,2323,1
-150,121,2138,1
-78,116,2164,1
118,-112,2478,1
333,-661,3062,1
606,-707,3788,1
846,66,4050,1
899,738,3873,1
987,981,3908,1
1202,1028,4340,1
1426,680,4888,1
1627,-86,5562,1
1667,-815,5795,1
1578,-526,5037,1
1580,20,4719,1
1610,114,4663,1
1642,20,4718,1
1642,20,4718,1
1774,110,5047,1
1971,440,5536,1
2141,693,5919,1
2190,664,6145,1
2120,253,6115,1
1999,-307,5686,1
1910,-642,5051,1
1988,-530,4607,1
2117,-218,4807,1
2239,-69,5278,1
2395,-71,5648,1
2447,-46,6044,1
2336,51,5727,1
2211,212,5106,1
2183,126,4906,1
2169,-234,4839,1
2063,-533,4543,1
1936,-627,4272,1
1883,-496,4107,1
1860,-236,3996,1
1793,18,3730,1
1748,-24,3716,1
1784,-293,4104,1
1848,-437,4507,1
1864,-381,4526,1
1816,-303,4265,1
1725,-336,3995,1
1682,-402,3809,1
1597,-226,3504,1
1483,-182,3217,1
1374,-344,2981,1
1422,-522,3233,1
1534,-505,3696,1
1579,-383,3830,1
1590,-249,3839,1
1580,-229,3860,1
1561,-252,3824,1
1559,-210,3805,1
1488,-68,3532,1
1456,-89,3413,1
1478,-185,3560,1
1481,-256,3646,1
1455,-304,3509,1
1418,-356,3465,1
1432,-518,3630,1
1453,-694,3685,1
1485,-584,3654,1
1551,-356,3826,1
1618,-235,4006,1
1581,-15,3806,1
1507,55,3484,1
1459,-82,3400,1
1453,-373,3543,1
1516,-574,3814,1
1530,-504,3919,1
1501,-412,3933,1
1476,-419,3846,1
1477,-375,3823,1
1525,-275,3823,1
1569,-358,3867,1
1607,-581,4031,1
1601,-719,4033,1
1571,-648,3967,1
1571,-511,3961,1
1526,-332,3857,1
1440,-274,3645,1
1394,-376,3533,1
1406,-445,3563,1
1423,-449,3713,1
1395,-435,3560,1
1438,-620,3840,1
1470,-738,4002,1
1481,-710,3992,1
1480,-598,3960,1
1480,-598,3960,1
1468,-573,3980,1
1470,-580,4002,1
1475,-548,4059,1
1511,-499,4076,1
1504,-410,3923,1
1425,-279,3649,1
1340,-367,3480,1
1352,-594,3535,1
1354,-486,3616,1
1377,-586,3765,1
1414,-702,3953,1
1442,-707,4076,1
1387,-664,3926,1
1344,-541,3580,1
1323,-460,3481,1
1360,-452,3648,1
1377,-533,3713,1
1373,-584,3672,1
1404,-539,3788,1
1450,-474,3946,1
1454,-458,3953,1
1411,-519,3880,1
1371,-639,3841,1
1382,-711,3857,1
1352,-535,3760,1
1365,-295,3665,1
1352,-217,3612,1
1350,-351,3712,1
1359,-568,3910,1
1390,-628,3959,1
1361,-550,3728,1
1369,-593,3701,1
1389,-712,3831,1
1400,-747,3868,1
1427,-640,3898,1
1447,-541,3925,1
1438,-519,3869,1
1395,-494,3751,1
1380,-463,3725,1
1369,-420,3737,1
1367,-419,3793,1
1390,-454,3842,1
1388,-568,3864,1
1383,-675,3872,1
1375,-739,3871,1
1365,-724,3866,1
1351,-671,3774,1
1380,-549,3746,1
1139,701,6209,1
933,15,5311,1
945,-216,5364,1
990,-241,5477,1
1054,-55,5767,1
1178,197,6170,1
1231,337,6264,1
1210,434,6083,1
1237,312,5963,1
1246,-96,5959,1
1357,-542,6573,1
1422,-738,6762,1
1272,-1025,6088,1
1004,-1185,5085,1
656,-1214,4081,1
389,-1250,3361,1
178,-1016,2938,1
-23,-1052,2644,1
-122,-1227,2699,1
-189,-1055,2984,1
-202,-1240,3281,1
-236,-1617,3411,1
-324,-1680,3337,1
-356,-1511,3303,1
-507,-1366,3039,1
-652,-1195,2574,1
-795,-985,2024,1
-971,-1094,1598,1
-1062,-1349,1540,1
-1117,-1653,1786,1
-1132,-1861,2120,1
-1141,-1778,2345,1
-1122,-1472,2515,1
-1081,-1083,2645,1
-1201,-679,2301,1
-1431,-549,1648,1
-1587,-805,1387,1
-1610,-953,1599,1
-1613,-709,1771,1
-1616,-670,1769,1
-1671,-923,1686,1
-1776,-1171,1479,1
-1850,-1287,1249,1
-1908,-1136,927,1
-1971,-877,581,1
-1972,-728,490,1
-1898,-680,578,1
-1772,-714,539,1
-1765,-838,252,1
-1656,-1192,135,1
-1349,-1605,808,1
-854,-1803,2366,1
-422,-1355,3941,1
-206,-538,4409,1
-235,124,3857,1
-458,242,2835,1
-604,-158,2070,1
-603,-507,1807,1
-500,-531,1718,1
-366,-361,1609,1
-146,-405,1918,1
212,-973,3093,1
534,-1502,4594,1
610,-1215,5096,1
682,13,4901,1
707,1078,4616,1
723,1285,4442,1
746,1213,4324,1
688,970,3715,1
743,393,3545,1
869,-246,3740,1
970,-578,3665,1
1122,-724,3691,1
1396,-706,4511,1
1692,-260,5614,1
1749,597,5822,1
1707,1296,5354,1
1558,1484,4749,1
1440,1053,4449,1
1474,131,4460,1
1531,-660,4577,1
1572,-1019,4638,1
1716,-904,4758,1
1835,-298,4830,1
1887,183,4564,1
1997,360,4692,1
2116,377,5037,1
2153,160,5086,1
2113,-43,4873,1
2079,7,4566,1
2093,47,4307,1
2089,-204,4075,1
2052,-401,3857,1
1936,-334,3682,1
1971,-275,3388,1
2115,-12,3716,1
2281,67,4329,1
2549,0,4983,1
2710,36,5744,1
2633,289,5606,1
2445,460,4878,1
2377,349,4592,1
2313,23,4444,1
2206,-280,4012,1
2176,-272,3627,1
2154,124,3334,1
2058,316,3034,1
2122,99,3260,1
2334,-71,4126,1
2486,-134,4548,1
2478,8,4399,1
2462,271,4189,1
2397,387,3977,1
2308,207,3700,1
2285,-61,3699,1
2292,-251,3864,1
2215,-155,3483,1
2168,-6,3315,1
2172,-52,3464,1
2210,-154,3694,1
2252,-276,3831,1
2300,-171,3885,1
2276,146,3721,1
2213,228,3491,1
2169,0,3373,1
2155,-313,3378,1
2207,-480,3536,1
2289,-464,3747,1
2303,-318,3797,1
2225,-131,3586,1
2176,-47,3419,1
2122,26,3335,1
2144,-14,3442,1
2157,-220,3558,1
2166,-375,3617,1
2201,-366,3681,1
2214,-238,3723,1
2161,-138,3580,1
2091,-112,3355,1
2013,-106,3179,1
1961,-210,3091,1
1963,-313,3203,1
1988,-249,3381,1
2022,45,3345,1
2082,-37,3489,1
2112,-260,3667,1
2119,-300,3675,1
2120,-274,3635,1
2091,-271,3613,1
2092,-126,3633,1
2082,44,3600,1
2050,-70,3522,1
2016,-263,3466,1
1981,-338,3343,1
1957,-278,3165,1
1959,-149,3168,1
2004,-120,3344,1
2039,-187,3469,1
2058,-254,3552,1
2096,-302,3706,1
2133,-351,3797,1
2170,-381,3902,1
2153,-225,3818,1
2055,38,3453,1
1998,138,3326,1
1964,45,3353,1
1938,-175,3411,1
1948,-368,3547,1
2002,-480,3726,1
2000,-322,3496,1
1988,-161,3437,1
2023,-159,3631,1
2030,-282,3713,1
2010,-230,3643,1
1993,-65,3507,1
1951,-111,3518,1
1939,-230,3623,1
1893,-57,3414,1
1836,52,3171,1
1821,-129,3224,1
1836,-332,3357,1
1889,-349,3460,1
1929,-237,3512,1
1979,-200,3604,1
2014,-195,3752,1
2024,-155,3787,1
2018,-169,3670,1
2019,-250,3617,1
2030,-250,3729,1
2005,-71,3640,1
1933,76,3471,1
1858,0,3285,1
1820,-157,3224,1
1841,-258,3364,1
1879,-340,3513,1
1917,-376,3634,1
1940,-364,3739,1
1954,-296,3757,1
1942,-242,3645,1
1899,-238,3456,1
2184,776,7733,1
2195,869,7392,1
2049,879,6613,1
1860,592,5781,1
1678,36,5185,1
1512,-371,4847,1
1388,-419,4702,1
1308,-416,4636,1
1162,-645,4497,1
1040,-945,4384,1
1054,-1035,4706,1
1144,-978,5331,1
1138,-945,5578,1
1158,-497,5222,1
981,146,4459,1
618,101,3353,1
296,-634,2759,1
112,-1370,2631,1
29,-2014,2910,1
-12,-2330,3310,1
-218,-1167,2952,1
-370,-910,2466,1
-370,-910,2466,1
-470,-949,2361,1
-809,-1418,1789,1
-837,-1675,2124,1
-934,-1518,2108,1
-1046,-1446,1952,1
-1067,-1365,2066,1
-1038,-1223,2181,1
-1137,-1271,1965,1
-1224,-1442,1796,1
-1214,-1526,1822,1
-1148,-1524,2109,1
-1092,-1297,2399,1
-1087,-909,2409,1
-1101,-704,2396,1
-1146,-758,2305,1
-1211,-769,2174,1
-1225,-636,2152,1
-1201,-589,2256,1
-1214,-624,2292,1
-1218,-528,2308,1
-1186,-525,2341,1
-1141,-549,2396,1
-1122,-363,2246,1
-1172,-279,1826,1
-1186,-632,1585,1
-1033,-1001,1949,1
-712,-1209,2918,1
-365,-1284,4129,1
-183,-954,4832,1
-224,-227,4329,1
-421,85,3196,1
-599,-124,2489,1
-579,-122,2458,1
-447,196,2870,1
-208,-763,3584,1
10,-971,4239,1
180,-803,4575,1
261,-483,4484,1
275,123,4073,1
253,302,3522,1
215,-212,3248,1
304,-562,3452,1
419,-441,3641,1
524,-152,3726,1
628,-163,3879,1
822,-338,4613,1
1022,-323,5391,1
1064,-120,5360,1
997,17,4721,1
882,22,3933,1
797,-132,3279,1
807,-306,2946,1
853,-365,2844,1
981,-553,2932,1
1181,-813,3355,1
1363,-895,3881,1
1500,-909,4351,1
1610,-553,4679,1
1625,122,4509,1
1587,377,4234,1
1585,281,4201,1
1719,324,4057,1
1779,331,4232,1
1902,-240,4379,1
1975,-620,4466,1
2174,-247,4696,1
2215,305,4481,1
2232,386,4454,1
2314,170,4685,1
2399,163,4896,1
2379,243,4718,1
2393,67,4709,1
2430,-331,4933,1
2441,-457,4861,1
2385,-103,4415,1
2342,-100,4158,1
2359,-185,4164,1
2352,-245,4237,1
2339,-376,4206,1
2326,-171,4146,1
2276,248,3945,1
2255,344,3830,1
2277,197,3996,1
2285,-23,4206,1
2298,-294,4272,1
2297,-433,4361,1
2294,-277,4170,1
2238,-14,3908,1
2263,115,3889,1
2199,201,3655,1
2126,35,3274,1
2082,-212,3115,1
2179,-372,3619,1
2245,-263,3934,1
2202,-100,3769,1
2145,-48,3638,1
2142,-205,3761,1
2141,-237,3562,1
2092,-127,3479,1
2053,-77,3310,1
2049,-58,3382,1
2065,-119,3601,1
2035,-178,3587,1
2011,-170,3459,1
2010,-118,3409,1
2027,21,3410,1
2038,91,3414,1
2040,-45,3480,1
2059,-119,3571,1
2108,-77,3631,1
2092,-168,3482,1
2063,-360,3414,1
2101,-456,3494,1
2128,-386,3548,1
2155,-240,3585,1
2167,-127,3567,1
2131,-135,3547,1
2139,-230,3714,1
2187,-230,3729,1
2140,-177,3536,1
2133,-264,3611,1
2130,-340,3668,1
2132,-319,3641,1
2113,-281,3584,1
2098,-197,3497,1
2096,-151,3543,1
2064,-50,3370,1
2048,-36,3360,1
2066,-305,3554,1
2086,-405,3633,1
2086,-405,3633,1
2105,-388,3705,1
2119,-208,3683,1
2102,-115,3555,1
2097,-187,3543,1
2122,-291,3674,1
2132,-328,3701,1
2060,-257,3537,1
2028,-195,3401,1
1999,-151,3259,1
1979,-318,3256,1
2023,-465,3452,1
2069,-414,3617,1
2090,-295,3672,1
2085,-130,3675,1
2057,-65,3576,1
2030,-125,3495,1
2027,-212,3464,1
2018,-294,3404,1
1995,-346,3366,1
2019,-343,3481,1
2047,-218,3591,1
2059,-165,3587,1
2077,-266,3654,1
2068,-318,3645,1
1993,-343,3426,1
2013,-411,3665,1
2052,-201,3564,1
2005,77,3253,1
2031,-92,3448,1
2050,-290,3608,1
2040,-273,3494,1
2057,-281,3457,1
2062,-333,3533,1
2049,-321,3567,1
2072,-306,3620,1
2096,-291,3689,1
2110,-172,3740,1
2063,-42,3578,1
2021,-33,3425,1
2039,-127,3528,1
2062,-172,3632,1
2053,-167,3516,1
2043,-185,3409,1
2017,-314,3354,1
2026,-506,3401,1
2063,-556,3592,1
-306,-1450,3246,1
-336,-1288,3308,1
-361,-1296,3461,1
-440,-1317,3269,1
-537,-1322,3011,1
-617,-1230,2904,1
-672,-894,2900,1
-672,-677,3068,1
-705,-1003,3245,1
-774,-1386,3329,1
-810,-1410,3299,1
-813,-1215,3334,1
-785,-1088,3474,1
-806,-1106,3461,1
-875,-1318,3249,1
-921,-1474,3139,1
-972,-1285,3088,1
-1011,-967,2959,1
-1075,-921,2850,1
-1154,-1379,2830,1
-1138,-1517,3188,1
-1058,-1051,3577,1
-1068,-924,3491,1
-1122,-1218,3264,1
-1128,-1505,3397,1
-1163,-1296,3297,1
-1163,-1296,3297,1
-1128,-735,3362,1
-1130,-1056,3526,1
-1129,-1183,3613,1
-1092,-1128,3610,1
-1075,-1058,3698,1
-1079,-977,3772,1
-1093,-945,3674,1
-1092,-1094,3697,1
-1084,-1177,3741,1
-1137,-1041,3465,1
-1246,-951,2991,1
-1284,-1097,2851,1
-1248,-1243,3000,1
-1225,-1257,3090,1
-1216,-1256,3098,1
-1168,-1081,3119,1
-1195,-813,2883,1
-1227,-712,2536,1
-1214,-782,2486,1
-1176,-1012,2488,1
-1061,-1252,2617,1
-964,-1262,2994,1
-871,-1084,3232,1
-737,-679,3585,1
-688,-235,3668,1
-888,-406,2700,1
-900,-680,2663,1
-860,-772,2714,1
-824,-556,2737,1
-796,-411,2596,1
-743,-412,2413,1
-654,-478,2552,1
-515,-945,3062,1
-355,-1515,3837,1
-287,-1315,4105,1
-309,-664,3615,1
-247,-2,3338,1
-176,224,3337,1
-144,-142,3376,1
-77,-595,3582,1
34,-598,3755,1
108,-362,3589,1
204,-188,3386,1
331,-180,3544,1
489,-203,3848,1
581,-321,4116,1
589,-537,4199,1
603,-643,4043,1
676,-657,4097,1
693,-809,4065,1
699,-1082,3978,1
811,-1015,4310,1
892,-113,4206,1
1072,51,4582,1
1277,149,5154,1
1408,32,5428,1
1466,-238,5547,1
1467,-158,5120,1
1455,-532,4973,1
1401,-1083,4603,1
1283,-1474,4064,1
1181,-1391,3552,1
1178,-1073,3509,1
1314,-628,4006,1
1433,-204,4664,1
1467,-256,4961,1
1499,-457,5225,1
1550,-451,5397,1
1491,-490,5088,1
1479,-578,4808,1
1591,-437,4882,1
1632,-318,4781,1
1614,-438,4523,1
1711,-297,4796,1
1761,25,4926,1
1745,53,4793,1
1730,-370,4805,1
1733,-800,4855,1
1698,-884,4710,1
1672,-686,4513,1
1681,-364,4479,1
1669,-108,4398,1
1583,-59,4060,1
1520,-234,3922,1
1544,-600,4184,1
1576,-734,4170,1
1574,-559,3980,1
1662,-372,4199,1
1681,-351,4190,1
1643,-412,4069,1
1664,-487,4131,1
1630,-479,3969,1
1536,-474,3779,1
1559,-485,3899,1
1568,-397,4000,1
1517,-354,3865,1
1471,-406,3752,1
1446,-515,3703,1
1394,-590,3586,1
1362,-595,3502,1
1366,-586,3608,1
1437,-462,3757,1
1422,-147,3640,1
1422,-44,3677,1
1405,-287,3725,1
1404,-567,3818,1
1440,-633,3951,1
1463,-568,3963,1
1445,-529,3828,1
1472,-571,3863,1
1454,-487,3630,1
1469,-488,3710,1
1494,-532,3861,1
1469,-487,3798,1
1460,-395,3762,1
1453,-377,3801,1
1409,-314,3585,1
1427,-377,3699,1
1465,-526,3949,1
1474,-596,4023,1
1498,-534,4073,1
1515,-431,4078,1
1496,-453,3973,1
1466,-565,3842,1
1456,-653,3806,1
1469,-628,3883,1
1466,-485,3871,1
1445,-432,3780,1
1424,-503,3739,1
1403,-520,3715,1
1424,-501,3788,1
1448,-521,3894,1
1462,-579,3930,1
1461,-607,3913,1
1448,-616,3839,1
1441,-622,3782,1
1427,-582,3745,1
1431,-534,3769,1
1444,-565,3893,1
1432,-577,3914,1
1381,-513,3726,1
1380,-466,3704,1
1398,-367,3811,1
1433,-318,3923,1
1431,-425,3882,1
1411,-595,3835,1
1402,-680,3814,1
1396,-670,3755,1
1402,-627,3716,1
1401,-580,3694,1
1391,-568,3683,1
1408,-560,3692,1
1442,-539,3831,1
1482,-543,3998,1
1480,-591,4029,1
1483,-578,3972,1
1482,-512,3957,1
1471,-424,3958,1
1451,-392,3825,1
1421,-468,3742,1
1426,-573,3823,1
1422,-579,3878,1
1404,-495,3825,1
1392,-474,3700,1
1390,-518,3750,1
1389,-563,3815,1
1391,-598,3803,1
1407,-627,3813,1
1414,-547,3838,1
1415,-442,3817,1
1422,-548,3884,1
1436,-588,3998,1
1425,-566,3941,1
1529,563,5755,1
1492,508,5516,1
1476,534,5427,1
1485,591,5559,1
1465,550,5528,1
1379,313,5280,1
1324,24,5218,1
1337,-104,5400,1
1322,-113,5461,1
1282,-14,5266,1
1301,211,5281,1
1330,356,5387,1
1279,140,5114,1
1158,-302,4731,1
1050,-716,4573,1
978,-985,4548,1
938,-907,4472,1
900,-793,4404,1
861,-836,4527,1
805,-1001,4452,1
672,-1085,4110,1
491,-1031,3688,1
335,-1012,3400,1
243,-1170,3381,1
200,-1280,3551,1
117,-1363,3532,1
7,-1374,3421,1
-65,-1259,3371,1
-89,-1078,3389,1
-225,-941,3063,1
-452,-1223,2582,1
-606,-1592,2291,1
-675,-1693,2286,1
-737,-1583,2316,1
-828,-1496,2203,1
-865,-1343,2226,1
-900,-1147,2263,1
-988,-1146,2021,1
-1109,-1311,1695,1
-1186,-1388,1587,1
-1246,-1246,1233,1
-1336,-1204,864,1
-1333,-1392,1047,1
-1283,-1453,1388,1
-1253,-1196,1434,1
-1263,-1068,1319,1
-1237,-1150,1239,1
-1258,-1244,964,1
-1167,-1254,1013,1
-997,-1023,1272,1
-805,-925,1743,1
-641,-921,2175,1
-516,-803,2332,1
-400,-809,2531,1
-316,-937,2791,1
-240,-722,2829,1
-104,-200,2778,1
-8,31,2769,1
1,-44,2628,1
64,-241,2710,1
126,-337,2691,1
179,-284,2520,1
256,-367,2337,1
410,-594,2369,1
691,-623,2956,1
1034,-243,3930,1
1228,286,4499,1
1310,598,4691,1
1236,751,4471,1
1104,488,3896,1
1005,-117,3252,1
1012,-570,2487,1
1156,-537,1903,1
1496,71,2028,1
2324,574,4037,1
2563,331,5118,1
2691,355,5613,1
2635,581,5373,1
2635,581,5373,1
2416,678,4743,1
2529,1049,4025,1
2673,866,4343,1
2838,152,4975,1
3017,-222,5161,1
3160,-254,5388,1
3159,-27,5417,1
3101,-2,4864,1
3194,-217,4665,1
3473,-237,5425,1
3684,-3,6143,1
3836,686,6539,1
3849,906,6508,1
3643,840,5875,1
3335,494,4704,1
3068,267,3705,1
2726,110,2822,1
2497,-295,2287,1
2471,-658,2476,1
2607,-678,3313,1
2735,-446,3904,1
2759,-237,4031,1
2867,-80,4118,1
2849,140,4109,1
2767,276,3962,1
2678,370,3657,1
2636,290,3399,1
2619,-62,3255,1
2558,-370,3066,1
2563,-506,3103,1
2598,-420,3255,1
2583,-130,3244,1
2573,48,3221,1
2587,100,3373,1
2594,226,3453,1
2580,276,3401,1
2573,128,3387,1
2549,-62,3309,1
2447,-202,2976,1
2353,-379,2845,1
2411,-381,2840,1
2429,-207,2904,1
2527,-125,3341,1
2579,-83,3615,1
2612,92,3622,1
2625,300,3654,1
2582,346,3343,1
2469,82,3014,1
2492,-228,3138,1
2533,-347,3335,1
2582,-337,3488,1
2616,-213,3572,1
2658,-39,3664,1
2637,44,3630,1
2598,50,3531,1
2567,23,3427,1
2556,-71,3381,1
2522,-281,3456,1
2507,-346,3440,1
2472,-203,3313,1
2438,-88,3290,1
2392,-168,3303,1
2354,-275,3256,1
2336,-222,3220,1
2316,-111,3203,1
2293,-239,3160,1
2293,-437,3261,1
2360,-440,3509,1
2308,-165,3228,1
2273,-62,3114,1
2297,-90,3331,1
2306,-91,3440,1
2275,-149,3363,1
2269,-331,3357,1
2296,-461,3500,1
2310,-435,3591,1
2295,-279,3491,1
2271,-130,3339,1
2251,-72,3304,1
2251,-204,3425,1
2191,-308,3217,1
2193,-430,3301,1
2211,-431,3423,1
2212,-280,3286,1
2210,-79,3134,1
2204,26,3113,1
2214,-67,3239,1
2243,-258,3471,1
2275,-370,3664,1
2274,-353,3650,1
2239,-290,3472,1
2233,-199,3427,1
2210,-137,3339,1
2175,-159,3201,1
2168,-208,3174,1
2168,-273,3250,1
2181,-332,3341,1
2203,-275,3429,1
2222,-153,3453,1
2235,-120,3430,1
2248,-153,3465,1
2250,-231,3517,1
2238,-301,3444,1
2235,-348,3417,1
2243,-384,3460,1
2237,-375,3455,1
2252,-297,3467,1
2284,-234,3552,1
2269,-172,3554,1
2234,-41,3464,1
2228,93,3421,1
2217,-23,3374,1
2196,-299,3315,1
2211,-507,3397,1
2245,-523,3495,1
2249,-370,3472,1
2276,-237,3494,1
2299,-190,3557,1
2292,-219,3608,1
2274,-242,3616,1
2233,-197,3514,1
1709,413,6201,1
1744,303,6030,1
1678,19,5694,1
1585,-153,5385,1
1497,-93,5078,1
1398,-57,4842,1
1281,-169,4788,1
1265,-368,4942,1
1282,-759,5178,1
1251,-994,5238,1
1249,-673,5112,1
1242,-378,4945,1
1196,-712,4906,1
1195,-998,5048,1
1039,-848,4430,1
903,-740,4175,1
784,-781,4031,1
679,-1008,3993,1
612,-1243,4149,1
501,-1338,3943,1
280,-1209,3246,1
67,-1136,2775,1
-41,-1359,2923,1
-65,-1483,3186,1
-60,-1451,3418,1
-73,-1413,3537,1
-134,-1060,3344,1
-234,-1315,3152,1
-316,-1566,3082,1
-393,-1573,2999,1
-480,-1460,2746,1
-638,-1403,2336,1
-709,-1466,2393,1
-650,-1387,2834,1
-602,-1229,3089,1
-695,-1190,2809,1
-835,-1343,2490,1
-957,-1265,1972,1
-1068,-1260,1653,1
-1111,-1512,1708,1
-1141,-1619,1761,1
-1162,-1467,1774,1
-1153,-1335,1771,1
-1108,-1084,1835,1
-1090,-849,1819,1
-1106,-879,1736,1
-1079,-1181,1853,1
-906,-1342,2433,1
-717,-1199,3051,1
-602,-913,3269,1
-590,-548,3036,1
-671,-415,2426,1
-743,-764,2051,1
-715,-1194,2165,1
-663,-1198,2251,1
-580,-941,2194,1
-387,-658,2378,1
-103,-184,3029,1
136,107,3651,1
199,-105,3980,1
320,-525,4446,1
373,-413,4474,1
313,-467,4124,1
211,-363,3576,1
208,32,3181,1
284,145,3150,1
344,-203,3356,1
475,-614,3621,1
636,-760,3978,1
692,-843,4001,1
678,-1015,3767,1
779,-723,3835,1
926,-177,3901,1
1081,5,4034,1
1193,-224,4224,1
1294,-394,4420,1
1407,-337,4492,1
