acc_X	acc_Y	acc_Z	digit
29	256	4158	0
9	490	4103	0
-9	476	4116	0
-44	347	4051	0
-65	229	4039	0
-64	184	4074	0
-32	257	4143	0
0	332	4137	0
-21	289	4066	0
-4	239	4065	0
60	405	4097	0
105	486	4182	0
85	267	4274	0
51	106	4245	0
45	249	4141	0
25	414	4019	0
17	409	4038	0
43	370	4188	0
45	358	4152	0
12	277	4094	0
143	-229	4723	0
136	-253	4660	0
121	-276	4615	0
90	-235	4525	0
53	-130	4391	0
33	-95	4328	0
-17	-194	4284	0
-86	-262	4165	0
-143	-187	3996	0
-215	-193	3844	0
-313	-318	3715	0
-346	-338	3681	0
-362	-119	3424	0
-389	-117	3559	0
-410	-183	3674	0
-439	-95	3488	0
-440	93	3441	0
-503	22	3370	0
-612	-195	3239	0
-632	-94	3167	0
-636	-6	3114	0
-667	-144	3125	0
-688	-158	3117	0
-703	33	3032	0
-751	203	2867	0
-799	298	2716	0
-808	325	2696	0
-824	220	2736	0
-830	254	2693	0
-841	411	2506	0
-886	382	2395	0
-934	314	2367	0
-975	330	2206	0
-973	287	2145	0
-876	355	2386	0
-815	384	2448	0
-764	462	2599	0
-655	871	2784	0
-545	1219	2884	0
-552	1028	2929	0
-630	656	2847	0
-736	423	2573	0
-801	354	2303	0
-750	523	2267	0
-584	833	2486	0
-364	1128	2839	0
-122	1324	3278	0
15	1277	3623	0
49	1188	3616	0
71	1314	3507	0
140	1604	3533	0
323	1939	3663	0
541	2100	4281	0
512	1750	4408	0
447	1603	4177	0
491	1871	4115	0
475	2000	3933	0
489	2064	3770	0
538	1828	3832	0
584	1500	3934	0
784	1753	4361	0
962	2264	4558	0
979	2291	4430	0
976	1966	4492	0
969	1642	4511	0
1019	1803	4331	0
1139	2055	4441	0
1178	1947	4506	0
1183	1664	4596	0
1230	1522	4694	0
1266	1419	4674	0
1311	1409	4749	0
1402	1464	4833	0
1458	1387	4880	0
1474	1260	4896	0
1514	1348	4805	0
1576	1299	4867	0
1605	1029	5070	0
1563	851	5020	0
1526	898	4783	0
1481	966	4645	0
1429	858	4544	0
1395	620	4570	0
1365	411	4636	0
1365	411	4636	0
1352	502	4597	0
1395	708	4657	0
1417	794	4713	0
1431	794	4796	0
1464	746	4868	0
1462	814	4798	0
1431	712	4772	0
1399	583	4709	0
1406	556	4640	0
1437	512	4652	0
1407	390	4590	0
1388	355	4517	0
1426	416	4721	0
1421	371	4812	0
1355	101	4654	0
1344	274	4624	0
1368	678	4578	0
1333	783	4498	0
1236	409	4587	0
1171	66	4529	0
1162	82	4482	0
1184	88	4554	0
1182	148	4351	0
1202	723	4030	0
1089	789	3939	0
979	302	4030	0
896	-169	4190	0
882	-108	4170	0
859	163	4049	0
759	208	3901	0
655	271	3729	0
629	375	3660	0
619	279	3737	0
624	93	3890	0
626	38	3973	0
635	256	3986	0
606	407	3960	0
467	241	3774	0
361	176	3568	0
332	285	3555	0
236	140	3490	0
153	123	3387	0
173	407	3541	0
115	447	3558	0
16	291	3359	0
11	224	3443	0
-98	313	3373	0
-123	465	3327	0
-143	483	3387	0
-134	416	3474	0
-83	423	3670	0
-130	356	3607	0
-244	330	3306	0
-271	419	3136	0
-253	340	3266	0
-188	205	3535	0
-127	316	3701	0
-153	487	3562	0
-198	514	3486	0
-229	407	3492	0
-285	229	3431	0
-252	300	3512	0
-161	561	3670	0
-59	904	3892	0
-36	864	3997	0
-66	609	4095	0
-113	535	3964	0
-144	570	3856	0
-128	682	3864	0
-72	762	4033	0
-54	585	4176	0
-12	573	4240	0
-5	659	4204	0
-35	615	4117	0
-48	559	4114	0
-50	583	4119	0
-25	710	4094	0
62	704	4243	0
33	391	4326	0
20	258	4369	0
57	656	4249	0
60	783	4171	0
-19	443	4124	0
-27	278	4078	0
59	414	4210	0
98	412	4374	0
75	392	4343	0
46	491	4252	0
0	624	4091	0
-37	642	3915	0
-34	492	3992	0
-20	373	4107	0
25	446	4107	0
86	567	4226	0
104	643	4292	0
75	653	4174	0
34	562	4093	0
-2	472	4027	0
-44	442	3905	0
-47	440	3914	0
13	556	4109	0
72	688	4253	0
42	653	4182	0
-17	565	4062	0
-53	575	3978	0
-55	595	3931	0
-64	543	3973	0
-72	525	4027	0
-63	558	4072	0
-55	636	3999	0
-8	691	3942	0
-54	416	3999	0
-15	402	4088	0
76	583	4197	0
50	407	4227	0
494	332	5468	0
384	168	5190	0
266	21	4888	0
187	36	4681	0
143	77	4597	0
67	6	4490	0
-17	-239	4365	0
-63	-393	4280	0
-97	-386	4162	0
-152	-284	3960	0
-219	-192	3671	0
-278	-260	3507	0
-314	-487	3458	0
-318	-567	3433	0
-325	-388	3335	0
-397	-352	3193	0
-467	-467	3093	0
-519	-538	2988	0
-562	-448	2816	0
-623	-327	2628	0
-675	-266	2539	0
-704	-159	2453	0
-737	-77	2297	0
-758	-97	2328	0
-775	-76	2349	0
-816	-14	2134	0
-852	75	1995	0
-859	268	1886	0
-822	466	1862	0
-740	741	1936	0
-654	976	2131	0
-630	717	2377	0
-575	1035	2495	0
-575	1261	2415	0
-574	1252	2405	0
-550	1248	2621	0
-515	1377	2625	0
-527	1381	2597	0
-514	1426	2589	0
-390	1781	2657	0
-253	1979	2854	0
-119	1931	3214	0
-15	1937	3461	0
33	2002	3448	0
107	2072	3529	0
157	1982	3778	0
126	1791	3573	0
137	1685	3495	0
215	1805	3526	0
319	2107	3520	0
457	2395	3578	0
563	2241	3851	0
592	1929	4049	0
636	2013	4058	0
651	2182	3949	0
723	2347	3952	0
830	2288	4178	0
849	1897	4273	0
844	1548	4224	0
815	1350	4049	0
792	1301	3792	0
874	1376	3678	0
1095	1649	3873	0
1367	1801	4434	0
1542	1706	4786	0
1612	1494	5000	0
1645	1587	5004	0
1633	1732	4768	0
1612	1660	4703	0
1589	1470	4574	0
1553	1145	4516	0
1612	1090	4686	0
1672	1181	4770	0
1598	1160	4538	0
1647	1374	4628	0
1636	1317	4695	0
1580	1032	4691	0
1602	1069	4760	0
1673	1269	4795	0
1749	1222	5023	0
1792	1056	5257	0
1825	1124	5344	0
1802	1327	5149	0
1720	1313	4920	0
1714	1132	5042	0
1746	1057	5097	0
1732	1024	4967	0
1639	921	4730	0
1490	782	4347	0
1405	679	4197	0
1381	622	4172	0
1398	386	4208	0
1422	174	4355	0
1487	349	4424	0
1537	515	4503	0
1536	481	4628	0
1546	618	4546	0
1590	681	4677	0
1569	562	4738	0
1506	581	4550	0
1444	606	4385	0
1376	514	4239	0
1307	455	4238	0
1241	465	4202	0
1192	442	4197	0
1155	414	4219	0
1082	456	4076	0
1092	665	4119	0
1092	664	4192	0
1019	429	4146	0
983	323	4088	0
965	331	4093	0
950	364	4100	0
922	542	4009	0
790	437	3792	0
728	268	3733	0
668	196	3742	0
590	242	3582	0
558	356	3586	0
537	394	3668	0
490	354	3718	0
503	510	3772	0
518	623	3805	0
440	570	3742	0
335	499	3596	0
292	469	3594	0
248	358	3624	0
219	314	3661	0
186	480	3560	0
140	640	3437	0
150	680	3543	0
174	572	3729	0
123	446	3686	0
46	346	3465	0
7	403	3412	0
5	525	3481	0
-17	481	3517	0
-18	516	3564	0
-47	509	3530	0
-98	442	3481	0
-102	483	3531	0
-163	450	3475	0
-229	469	3364	0
-156	687	3524	0
-154	641	3620	0
-188	490	3595	0
-189	571	3647	0
-266	640	3460	0
-305	632	3330	0
-313	440	3530	0
-232	559	3607	0
-36	919	3955	0
68	927	4273	0
33	812	4197	0
20	842	4096	0
-9	790	4051	0
-56	612	4020	0
-63	512	4053	0
-65	662	3964	0
-90	763	3872	0
-18	768	4101	0
58	772	4332	0
39	737	4289	0
41	763	4225	0
41	723	4270	0
-21	658	4182	0
-78	664	3997	0
-71	604	4056	0
-117	441	4064	0
-165	472	3883	0
-101	685	3904	0
-61	628	4092	0
-90	528	4055	0
-74	611	4071	0
-39	692	4191	0
-21	784	4177	0
0	849	4217	0
-57	725	4075	0
-83	678	3972	0
-68	683	4081	0
-88	607	4065	0
-78	656	4028	0
-22	836	4149	0
-27	922	4073	0
-64	721	4010	0
-48	613	4130	0
-65	610	4077	0
-54	679	4042	0
-68	644	4026	0
-106	597	3944	0
-92	629	3913	0
-37	737	4038	0
-3	805	4168	0
-3	794	4149	0
-15	720	4135	0
-37	659	4122	0
-74	621	4011	0
-70	694	4016	0
-70	724	4030	0
-94	646	3970	0
249	196	4639	0
186	1	4594	0
142	-111	4553	0
101	-119	4430	0
81	19	4329	0
48	80	4247	0
-35	-30	4120	0
-131	-49	3884	0
-242	-33	3604	0
-318	-51	3497	0
-348	-77	3501	0
-396	-87	3486	0
-434	20	3420	0
-485	162	3224	0
-589	234	2991	0
-674	226	2730	0
-677	64	2879	0
-656	35	3020	0
-673	130	2904	0
-697	268	2792	0
-721	377	2730	0
-776	482	2556	0
-808	654	2342	0
-790	750	2340	0
-788	636	2365	0
-779	548	2396	0
-778	637	2311	0
-800	725	2180	0
-831	710	2162	0
-866	578	2116	0
-861	569	2008	0
-786	715	2085	0
-715	727	2259	0
-643	929	2300	0
-499	1357	2472	0
-418	1371	2610	0
-340	1247	2654	0
-145	1440	2987	0
-29	1611	3255	0
-1	1647	3301	0
117	1789	3435	0
177	1686	3710	0
134	1497	3723	0
78	1572	3413	0
106	1779	3348	0
188	1961	3317	0
414	2268	3697	0
531	2207	4109	0
500	1952	4009	0
538	1986	4057	0
460	1788	4006	0
291	1584	3552	0
330	1743	3428	0
489	1990	3585	0
670	2025	3942	0
765	1981	4202	0
821	2053	4206	0
859	2041	4247	0
841	1804	4318	0
933	1882	4195	0
1039	1967	4281	0
1161	2090	4453	0
1146	2059	4312	0
1067	1753	4064	0
1059	1403	4119	0
1075	1255	4121	0
1220	1615	4192	0
1353	1785	4357	0
1396	1735	4450	0
1470	1857	4537	0
1494	1681	4596	0
1465	1300	4638	0
1476	1219	4725	0
1623	1684	4906	0
1706	1900	4988	0
1663	1599	5043	0
1680	1608	5057	0
1676	1540	4973	0
1604	1160	5009	0
1584	1093	5055	0
1573	1371	4878	0
1532	1693	4560	0
1405	1404	4393	0
1389	957	4589	0
1428	935	4628	0
1405	747	4565	0
1348	623	4525	0
1328	923	4254	0
1362	1121	4299	0
1403	1016	4543	0
1366	737	4569	0
1364	847	4622	0
1392	1290	4396	0
1417	1354	4312	0
1424	976	4447	0
1388	596	4503	0
1350	521	4440	0
1363	685	4364	0
1331	596	4359	0
1297	491	4407	0
1276	657	4306	0
1267	854	4309	0
1295	950	4428	0
1188	486	4353	0
1216	614	4348	0
1178	477	4203	0
1142	373	4167	0
1130	588	4096	0
1078	553	3925	0
1036	279	4128	0
1036	279	4128	0
1038	305	4195	0
1025	469	4108	0
959	438	4029	0
863	349	3866	0
853	376	3884	0
847	181	4044	0
784	-5	3967	0
784	397	3974	0
719	332	3877	0
697	288	3911	0
672	408	3910	0
612	445	3800	0
566	344	3845	0
492	218	3858	0
451	281	3832	0
419	352	3836	0
361	349	3690	0
317	372	3593	0
305	353	3630	0
351	564	3812	0
321	713	3740	0
230	516	3587	0
174	311	3648	0
178	320	3772	0
185	494	3749	0
147	564	3674	0
124	674	3664	0
136	836	3714	0
80	781	3632	0
31	687	3581	0
31	673	3706	0
-7	713	3688	0
-57	789	3562	0
-57	789	3562	0
-88	903	3572	0
-160	917	3449	0
-216	849	3451	0
-277	702	3368	0
-321	603	3364	0
-289	751	3460	0
-267	961	3507	0
-258	1092	3522	0
-250	1051	3588	0
-240	992	3697	0
-286	1025	3617	0
-292	1097	3551	0
-329	810	3593	0
-373	628	3611	0
-350	832	3565	0
-289	1082	3665	0
-220	1199	3863	0
-172	1097	4045	0
-150	1048	4090	0
-174	1055	4001	0
-216	972	3944	0
-204	990	4033	0
-184	1058	4017	0
-211	940	3937	0
-184	988	4012	0
-149	1195	4035	0
-180	1092	3984	0
-175	979	4105	0
-190	989	4049	0
-270	951	3826	0
-270	921	3940	0
-208	997	4053	0
-328	741	3776	0
-339	766	3715	0
-236	1043	3893	0
-204	894	3979	0
-247	638	4025	0
-215	805	3976	0
-98	1201	4125	0
-79	1191	4195	0
-159	842	4046	0
-148	828	4070	0
-121	972	4114	0
-125	865	4140	0
-140	779	4116	0
-136	982	4041	0
-127	1104	3956	0
-153	904	3943	0
-145	821	4028	0
-119	906	4050	0
-124	974	4042	0
-135	985	4029	0
-218	841	3898	0
-250	685	3847	0
-265	620	3834	0
-53	38	4186	0
-62	159	4079	0
-103	40	4023	0
-147	-69	3918	0
-138	-7	3894	0
-141	-54	3945	0
-198	-44	3853	0
-277	47	3640	0
-338	129	3479	0
-368	214	3403	0
-425	160	3283	0
-492	52	3187	0
-531	73	3147	0
-560	160	3054	0
-562	356	2986	0
-614	368	2921	0
-708	280	2689	0
-731	349	2579	0
-762	377	2487	0
-821	424	2309	0
-760	699	2396	0
-724	734	2475	0
-783	630	2320	0
-773	771	2219	0
-758	907	2272	0
-729	1053	2265	0
-661	1151	2351	0
-636	1070	2450	0
-655	1089	2374	0
-685	1207	2162	0
-667	1345	1994	0
-586	1341	2014	0
-494	1085	2304	0
-324	1314	2547	0
-119	1776	2820	0
-80	1650	3055	0
-50	1595	3255	0
-21	1865	3153	0
-35	1921	3070	0
-22	2084	3016	0
67	2383	2979	0
230	2575	3381	0
244	2394	3448	0
209	2006	3428	0
207	1847	3516	0
156	1948	3195	0
156	2105	2832	0
302	2169	2892	0
573	2306	3413	0
752	2289	3804	0
786	2058	3814	0
819	1914	3773	0
849	1872	3810	0
816	1934	3668	0
871	2243	3495	0
1007	2448	3668	0
1131	2453	3907	0
1199	2393	3959	0
1192	2004	4087	0
1138	1826	3948	0
1141	1879	3814	0
1236	1927	4005	0
1309	1978	4069	0
1417	2122	4236	0
1547	2301	4360	0
1669	2394	4478	0
1849	2582	4768	0
1911	2456	4864	0
1849	2041	4778	0
1848	1980	4671	0
1892	2033	4574	0
1945	1895	4699	0
2074	2003	5026	0
2117	2106	5054	0
2074	1993	4984	0
2097	2073	5079	0
2142	2262	5168	0
1989	1970	4819	0
1891	1788	4646	0
1836	1566	4582	0
1775	1222	4553	0
1734	1033	4523	0
1694	1029	4526	0
1746	1320	4512	0
1703	1301	4315	0
1657	1032	4286	0
1706	1061	4397	0
1825	1302	4637	0
1888	1318	4862	0
1846	1160	4757	0
1756	984	4563	0
1683	922	4434	0
1657	850	4414	0
1642	719	4458	0
1623	749	4524	0
1617	987	4369	0
1529	968	4194	0
1478	803	4241	0
1487	756	4313	0
1458	577	4263	0
1384	348	4318	0
1335	478	4168	0
1285	581	4125	0
1247	558	4140	0
1160	391	4064	0
1131	550	3989	0
1115	623	3969	0
1085	553	4053	0
1046	609	3921	0
970	514	3776	0
938	446	3842	0
915	413	3873	0
879	403	3871	0
854	494	3852	0
815	523	3820	0
777	475	3797	0
743	457	3851	0
640	306	3814	0
529	205	3623	0
411	367	3473	0
342	589	3338	0
293	690	3239	0
237	446	3314	0
167	181	3403	0
144	286	3412	0
110	482	3338	0
48	555	3223	0
28	646	3243	0
2	632	3355	0
-69	456	3303	0
-130	411	3227	0
-112	627	3249	0
-122	750	3208	0
-165	737	3189	0
-133	895	3327	0
-90	993	3471	0
-16	1152	3687	0
9	1118	3784	0
-47	871	3725	0
-88	857	3676	0
-129	1007	3586	0
-132	1137	3596	0
-161	1073	3545	0
-168	948	3647	0
-157	1001	3767	0
-198	1031	3638	0
-281	903	3582	0
-220	1040	3690	0
-192	1051	3755	0
-104	1203	3972	0
-85	1172	4023	0
-152	1049	3902	0
-252	926	3688	0
-272	940	3612	0
-276	917	3636	0
-260	763	3675	0
-150	855	3920	0
-67	996	4112	0
-106	965	4009	0
-125	1050	3901	0
-115	1095	3895	0
-125	1009	3928	0
-83	902	4016	0
-118	673	3951	0
-90	739	4023	0
18	1158	4138	0
6	1121	4145	0
-28	889	4147	0
-76	828	4068	0
-126	904	3892	0
-91	970	3955	0
-25	1035	4145	0
-11	1013	4161	0
-11	1001	4229	0
-2	1045	4177	0
-127	762	3979	0
-142	748	3927	0
-80	957	3966	0
-103	914	3979	0
-124	829	3959	0
-100	872	4009	0
-64	919	4085	0
-77	850	4094	0
-94	854	4042	0
-82	888	4044	0
-75	967	4033	0
-88	1019	3942	0
-100	908	3961	0
-59	929	4110	0
-39	1005	4149	0
-58	993	4101	0
-41	1017	4132	0
-47	972	4079	0
-114	597	4235	0
-52	728	4008	0
-37	1376	3738	0
-84	1120	3987	0
-128	784	3959	0
-64	836	4129	0
-44	863	4210	0
-93	-102	4287	0
-128	-109	4213	0
-150	-106	4176	0
-210	-187	4035	0
-277	-295	3971	0
-326	-309	3897	0
-329	-161	3877	0
-321	79	3862	0
-360	-18	3810	0
-391	-160	3891	0
-392	52	3876	0
-448	99	3722	0
-515	-24	3660	0
-569	-36	3551	0
-617	2	3415	0
-671	99	3259	0
-752	163	3119	0
-748	205	3181	0
-749	337	3228	0
-777	402	3159	0
-796	345	3105	0
-751	399	3155	0
-742	495	3097	0
-789	493	2903	0
-838	503	2746	0
-872	613	2586	0
-878	619	2523	0
-831	597	2698	0
-789	738	2725	0
-751	874	2643	0
-703	914	2751	0
-692	953	2744	0
-715	964	2597	0
-716	892	2628	0
-711	769	2660	0
-686	665	2692	0
-631	795	2735	0
-578	1034	2704	0
-480	1183	2857	0
-415	1083	2999	0
-304	1050	3175	0
-137	1263	3412	0
-28	1467	3554	0
37	1619	3580	0
58	1583	3567	0
40	1240	3555	0
42	1103	3560	0
37	1276	3378	0
120	1686	3393	0
242	2117	3631	0
281	2047	3669	0
315	1682	3909	0
285	1418	3887	0
258	1626	3649	0
338	2241	3639	0
350	2409	3642	0
326	2175	3483	0
519	1684	3997	0
545	1719	3996	0
573	2102	3885	0
565	2147	3726	0
546	1821	3707	0
569	1700	3730	0
615	1775	3658	0
685	1976	3763	0
775	2043	3766	0
841	1809	4002	0
999	1823	4284	0
1043	1714	4171	0
1006	1557	4025	0
1006	1557	4025	0
1119	1802	4146	0
1302	2119	4353	0
1431	2040	4630	0
1498	1756	4837	0
1605	1702	4968	0
1692	1673	5111	0
1638	1492	4992	0
1581	1457	4855	0
1545	1632	4637	0
1508	1703	4377	0
1512	1479	4419	0
1578	1199	4708	0
1612	1001	4918	0
1631	1035	5004	0
1642	1291	4982	0
1645	1525	4860	0
1591	1354	4737	0
1508	997	4714	0
1503	974	4654	0
1479	944	4511	0
1446	776	4448	0
1432	771	4456	0
1457	776	4546	0
1431	706	4515	0
1410	569	4414	0
1407	482	4475	0
1490	684	4650	0
1539	734	4802	0
1503	656	4802	0
1505	702	4818	0
1451	618	4744	0
1355	571	4523	0
1357	792	4484	0
1342	596	4587	0
1348	442	4704	0
1309	530	4612	0
1250	717	4365	0
1248	851	4279	0
1232	537	4382	0
1195	168	4402	0
1191	37	4455	0
1190	237	4555	0
1168	557	4450	0
1139	659	4397	0
1087	607	4319	0
984	383	4160	0
894	141	4145	0
820	193	4025	0
763	190	3891	0
741	10	3960	0
735	2	4043	0
714	2	4115	0
624	0	3982	0
581	156	3839	0
517	337	3770	0
529	446	3735	0
482	235	3780	0
375	-67	3731	0
295	-129	3635	0
229	9	3520	0
169	32	3449	0
149	22	3564	0
116	5	3615	0
57	-2	3491	0
78	28	3598	0
128	218	3718	0
134	282	3792	0
95	138	3912	0
71	168	3958	0
48	383	3841	0
-8	504	3739	0
-209	293	3403	0
-318	196	3164	0
-296	234	3404	0
-301	277	3456	0
-303	424	3406	0
-319	460	3431	0
-332	401	3480	0
-260	554	3741	0
-214	697	3835	0
-202	759	3904	0
-203	878	3888	0
-284	800	3705	0
-481	377	3467	0
-457	620	3473	0
-354	913	3700	0
-412	624	3721	0
-432	630	3629	0
-404	764	3623	0
-416	719	3648	0
-407	756	3697	0
-373	839	3787	0
-399	759	3828	0
-372	741	3852	0
-432	546	3766	0
-486	481	3677	0
-345	899	3948	0
-344	672	4016	0
-271	805	4200	0
-220	905	4257	0
-343	548	4095	0
-427	342	3930	0
-385	664	3889	0
-374	829	3888	0
-381	704	3922	0
-336	608	4070	0
-276	621	4217	0
-282	566	4222	0
-290	591	4201	0
-256	761	4236	0
-265	776	4266	0
-357	635	4081	0
-361	701	4017	0
-352	724	4066	0
-467	344	3898	0
-436	463	3889	0
-349	709	4082	0
-360	692	4126	0
-374	670	4074	0
-345	685	4174	0
-355	659	4164	0
-358	703	4152	0
-337	849	4162	0
-368	839	3960	0
-444	523	3922	0
-368	640	4121	0
-341	755	4103	0
-416	604	3907	0
-444	558	3902	0
-204	-281	4350	0
-216	-191	4294	0
-283	-100	4018	0
-374	-249	3879	0
-402	-326	3801	0
-405	-357	3802	0
-434	-308	3769	0
-453	12	3547	0
-514	29	3367	0
-582	-235	3351	0
-593	-287	3332	0
-605	-210	3237	0
-617	-94	3211	0
-638	44	3177	0
-679	129	3044	0
-717	80	2985	0
-742	-15	2969	0
-749	76	2909	0
-720	341	2920	0
-700	564	2941	0
-702	703	2815	0
-793	635	2687	0
-817	563	2644	0
-835	617	2474	0
-888	504	2419	0
-895	543	2492	0
-815	932	2564	0
-762	1160	2665	0
-785	996	2644	0
-763	849	2659	0
-647	1021	2899	0
-620	1118	3009	0
-707	1073	2798	0
-795	1007	2555	0
-750	1145	2485	0
-722	1106	2452	0
-698	710	2742	0
-543	1136	2993	0
-501	1461	2882	0
-572	1199	2766	0
-494	1310	2827	0
-366	1431	3058	0
-172	1690	3388	0
11	2044	3763	0
29	1899	3691	0
78	1761	3765	0
168	1823	3988	0
189	1947	3925	0
159	2102	3798	0
87	2055	3480	0
83	1992	3450	0
162	2130	3434	0
267	2144	3621	0
342	1999	3886	0
490	1903	4149	0
434	1744	4044	0
411	1939	3739	0
485	2298	3654	0
593	2409	3790	0
671	2286	3888	0
748	2094	3999	0
940	2152	4189	0
1067	2071	4414	0
1024	1747	4523	0
1000	1857	4257	0
1028	2118	3989	0
1061	2058	4024	0
1068	1881	3961	0
1154	1918	3939	0
1203	1792	4067	0
1254	1538	4192	0
1331	1470	4359	0
1366	1389	4480	0
1383	1342	4509	0
1426	1553	4510	0
1457	1639	4472	0
1479	1458	4472	0
1555	1327	4700	0
1588	1196	4848	0
1580	1138	4861	0
1570	1304	4785	0
1519	1341	4598	0
1497	1250	4523	0
1504	1035	4621	0
1473	771	4635	0
1461	763	4611	0
1506	881	4716	0
1521	1017	4691	0
1449	970	4463	0
1404	787	4341	0
1406	655	4427	0
1394	556	4378	0
1393	495	4406	0
1389	413	4517	0
1438	651	4458	0
1416	669	4368	0
1373	615	4390	0
1425	736	4426	0
1452	581	4598	0
1450	464	4669	0
1507	588	4793	0
1562	731	4841	0
1503	472	4774	0
1475	479	4644	0
1404	600	4331	0
1354	495	4240	0
1326	342	4288	0
1278	134	4268	0
1316	308	4358	0
1326	174	4385	0
1292	28	4477	0
1303	457	4334	0
1246	586	4189	0
1104	211	4058	0
1020	84	3971	0
969	148	3861	0
938	103	3890	0
1000	156	4174	0
1036	288	4329	0
991	352	4202	0
940	322	4174	0
898	325	4154	0
843	381	3959	0
818	272	3999	0
804	44	4199	0
771	123	4132	0
729	367	4004	0
665	387	3932	0
601	219	3931	0
548	209	3871	0
527	389	3855	0
532	481	3904	0
510	330	3934	0
468	169	3984	0
445	220	3899	0
414	306	3864	0
382	370	3841	0
346	485	3763	0
288	268	3709	0
271	94	3856	0
296	347	3884	0
280	573	3780	0
144	401	3608	0
128	282	3609	0
162	238	3839	0
152	321	3813	0
110	408	3706	0
112	421	3724	0
96	298	3794	0
41	176	3746	0
39	368	3701	0
46	513	3745	0
-32	414	3656	0
-35	476	3671	0
24	563	3871	0
11	451	3889	0
-14	499	3877	0
-9	619	3906	0
-78	500	3818	0
-70	590	3845	0
-37	737	3936	0
-99	547	3881	0
-143	441	3839	0
-187	580	3665	0
-192	755	3654	0
-206	663	3756	0
-231	519	3800	0
-229	643	3822	0
-237	715	3841	0
-275	621	3901	0
-306	685	3794	0
-312	707	3719	0
-288	764	3848	0
-269	934	3824	0
-318	860	3778	0
-364	683	3767	0
-397	687	3712	0
-403	755	3662	0
-374	781	3763	0
-348	742	3750	0
-278	724	3922	0
-246	595	4167	0
-269	661	4043	0
-319	803	3783	0
-291	815	3879	0
-213	816	4129	0
-254	620	4002	0
-256	544	4057	0
-210	789	4124	0
-253	911	4006	0
-295	890	3921	0
-416	613	3751	0
-416	613	3751	0
-456	491	3683	0
-355	676	3935	0
-327	754	4063	0
-332	896	4026	0
-330	945	4054	0
-388	807	3955	0
-400	783	3993	0
122	-406	4416	0
62	-548	4282	0
60	-419	4268	0
21	-285	4164	0
-69	-348	3933	0
-133	-488	3848	0
-188	-564	3800	0
-244	-547	3674	0
-296	-438	3563	0
-374	-292	3417	0
-426	-211	3277	0
-411	-179	3380	0
-415	-131	3464	0
-464	-198	3339	0
-506	-169	3219	0
-545	25	3108	0
-574	209	3017	0
-618	193	3005	0
-668	148	2947	0
-669	359	2822	0
-676	443	2763	0
-749	402	2632	0
-816	592	2472	0
-815	827	2433	0
-829	766	2401	0
-896	467	2263	0
-960	242	2099	0
-908	475	2190	0
-857	874	2328	0
-893	977	2245	0
-920	866	2075	0
-921	506	2067	0
-790	443	2283	0
-586	911	2494	0
-401	1487	2725	0
-275	1646	2915	0
-230	1345	3073	0
-213	1149	3106	0
-289	1024	2922	0
-304	1320	2810	0
-284	1691	2601	0
-160	1595	3004	0
103	1977	3586	0
227	2188	3566	0
113	1595	3422	0
146	1460	3589	0
275	1804	3985	0
199	1772	3796	0
251	2101	3566	0
452	2441	3847	0
441	2044	3928	0
493	1905	3892	0
631	1945	4209	0
634	1842	4351	0
634	2192	4040	0
721	2489	3870	0
845	2376	4161	0
956	2160	4405	0
970	1929	4575	0
846	1762	4278	0
700	1840	3636	0
675	1860	3275	0
830	1803	3486	0
948	1541	3723	0
990	1178	3728	0
1060	1172	3873	0
1273	1608	4168	0
1391	1675	4316	0
1440	1392	4368	0
1575	1419	4658	0
1623	1449	4438	0
1595	1288	4235	0
1610	1101	4285	0
1721	1220	4424	0
1858	1420	4753	0
2002	1687	5025	0
2010	1450	5081	0
1930	981	4921	0
1857	849	4945	0
1876	1167	4790	0
1931	1377	4863	0
1937	1355	4868	0
1870	1055	4675	0
1835	787	4696	0
1869	819	4792	0
1874	1019	4681	0
1876	1026	4631	0
1844	764	4697	0
1910	769	4797	0
1946	638	4764	0
1871	264	4664	0
1819	337	4329	0
1769	357	4128	0
1784	388	4233	0
1863	465	4444	0
1883	471	4446	0
1890	497	4527	0
1933	645	4576	0
1870	392	4482	0
1779	-64	4393	0
1754	-121	4395	0
1781	159	4412	0
1790	358	4395	0
1789	366	4418	0
1769	360	4427	0
1690	184	4179	0
1566	-365	4177	0
1579	-266	4294	0
1747	320	4583	0
1726	456	4584	0
1558	236	4310	0
1497	212	4199	0
1433	14	4214	0
1330	-192	4090	0
1295	-68	4051	0
1308	136	4040	0
1286	-4	4079	0
1237	-210	4156	0
1195	-34	4144	0
1177	101	4064	0
1176	-25	4275	0
1177	-30	4384	0
1103	111	4172	0
970	125	3822	0
815	-58	3744	0
737	100	3615	0
758	244	3712	0
713	-20	3825	0
659	-149	3813	0
682	151	3867	0
662	351	3835	0
598	267	3738	0
602	193	3804	0
630	229	3934	0
560	163	3795	0
489	54	3700	0
427	-58	3673	0
363	-89	3639	0
354	134	3677	0
347	381	3699	0
302	432	3679	0
240	299	3632	0
177	147	3630	0
114	176	3576	0
27	172	3471	0
24	306	3543	0
38	355	3619	0
-104	108	3384	0
-194	29	3284	0
-152	264	3458	0
-121	406	3631	0
-124	420	3706	0
-113	419	3819	0
-123	346	3831	0
-131	482	3791	0
-278	456	3433	0
-214	479	3666	0
-218	334	3739	0
-245	364	3687	0
-213	581	3652	0
-194	728	3716	0
-165	598	4024	0
-150	632	4099	0
-269	582	3771	0
